,year,date,playtime,playteam_1,playteam_2,score_1,score_2,ground
17,,,14:00,KIA,두산,4,7,잠실
18,,10.09(화),14:00,삼성,SK,8,4,문학
19,,,14:00,KIA,롯데,10,11,사직
20,,,14:00,한화,KT,10,6,수원
21,,10.10(수),15:00,KT,롯데,10,1,사직
22,,,18:22,KT,롯데,7,0,사직
23,,,18:30,SK,두산,12,5,잠실
24,,,18:30,한화,KIA,1,6,광주
25,,10.11(목),18:30,SK,두산,3,8,잠실
26,,,18:30,롯데,KIA,4,0,광주
27,,10.12(금),18:30,NC,두산,2,13,잠실
28,,,18:30,넥센,KT,10,5,수원
29,,,18:30,롯데,KIA,4,6,광주
30,,10.13(토),17:00,KT,두산,4,3,잠실
31,,,17:00,LG,SK,3,2,문학
32,,,17:00,넥센,삼성,5,12,대구
33,,,17:00,롯데,KIA,5,1,광주
34,,,17:00,NC,한화,8,10,대전
35,,10.14(일),14:00,두산,롯데,5,1,사직
0,2019,03.23(토),14:00,한화,두산,4,5,잠실
1,,,14:00,KT,SK,4,7,문학
2,,,14:00,키움,롯데,7,4,사직
3,,,14:00,삼성,NC,0,7,창원
4,,,14:00,LG,KIA,2,0,광주
5,,03.24(일),14:00,한화,두산,11,1,잠실
6,,,14:00,KT,SK,3,6,문학
7,,,14:00,키움,롯데,2,6,사직
8,,,14:00,삼성,NC,4,3,창원
9,,,14:00,LG,KIA,9,3,광주
10,,03.26(화),18:30,키움,두산,2,7,잠실
11,,,18:30,LG,SK,6,3,문학
12,,,18:30,삼성,롯데,2,7,사직
13,,,18:30,KT,NC,8,9,창원
14,,,18:30,한화,KIA,13,7,광주
15,,03.27(수),18:30,키움,두산,2,3,잠실
16,,,18:30,LG,SK,1,2,문학
17,,,18:30,삼성,롯데,23,4,사직
18,,,18:30,KT,NC,1,4,창원
19,,,18:30,한화,KIA,4,9,광주
20,,03.28(목),18:30,키움,두산,5,4,잠실
21,,,18:30,LG,SK,1,3,문학
22,,,18:30,삼성,롯데,12,7,사직
23,,,18:30,KT,NC,2,6,창원
24,,,18:30,한화,KIA,4,6,광주
25,,03.29(금),18:30,롯데,LG,1,2,잠실
26,,,18:30,두산,삼성,3,2,대구
27,,,18:30,KIA,KT,3,6,수원
28,,,18:30,SK,키움,5,2,고척
29,,,18:30,NC,한화,0,9,대전
30,,03.30(토),17:00,롯데,LG,7,1,잠실
31,,,17:00,두산,삼성,4,2,대구
32,,,17:00,KIA,KT,2,6,수원
33,,,17:00,SK,키움,1,3,고척
34,,,17:00,NC,한화,5,13,대전
35,,03.31(일),14:00,롯데,LG,5,6,잠실
36,,,14:00,두산,삼성,9,4,대구
37,,,14:00,KIA,KT,4,2,수원
38,,,14:00,SK,키움,8,7,고척
39,,,14:00,NC,한화,6,3,대전
0,2019,04.02(화),18:30,KT,두산,0,9,잠실
1,,,18:30,롯데,SK,5,0,문학
2,,,18:30,KIA,삼성,4,1,대구
3,,,18:30,키움,NC,8,6,창원
4,,,18:30,LG,한화,2,6,대전
5,,04.03(수),18:30,KT,두산,1,5,잠실
6,,,18:30,롯데,SK,3,1,문학
7,,,18:30,KIA,삼성,3,6,대구
8,,,18:30,키움,NC,1,9,창원
9,,,18:30,LG,한화,7,0,대전
10,,04.04(목),18:30,KT,두산,4,5,잠실
11,,,18:30,롯데,SK,6,7,문학
12,,,18:30,KIA,삼성,7,12,대구
13,,,18:30,키움,NC,6,5,창원
14,,,18:30,LG,한화,1,2,대전
15,,04.05(금),18:30,NC,두산,7,3,잠실
16,,,18:30,삼성,SK,0,3,문학
17,,,18:30,한화,롯데,2,5,사직
18,,,18:30,LG,KT,13,0,수원
19,,,18:30,키움,KIA,4,6,광주
20,,04.06(토),17:00,NC,두산,6,5,잠실
21,,,17:00,삼성,SK,1,2,문학
22,,,17:00,한화,롯데,7,9,사직
23,,,17:00,LG,KT,1,2,수원
24,,,17:00,키움,KIA,14,4,광주
25,,04.07(일),14:00,NC,두산,5,3,잠실
26,,,14:00,삼성,SK,2,3,문학
27,,,14:00,한화,롯데,16,1,사직
28,,,14:00,LG,KT,3,4,수원
29,,,14:00,키움,KIA,,,광주
30,,04.09(화),18:30,삼성,LG,,,잠실
31,,,18:30,두산,롯데,,,사직
32,,,18:30,NC,KIA,,,광주
33,,,18:30,KT,키움,3,7,고척
34,,,18:30,SK,한화,,,대전
35,,04.10(수),18:30,삼성,LG,6,5,잠실
36,,,18:30,두산,롯데,3,1,사직
37,,,18:30,NC,KIA,1,2,광주
38,,,18:30,KT,키움,2,4,고척
39,,,18:30,SK,한화,8,3,대전
40,,04.11(목),18:30,삼성,LG,2,5,잠실
41,,,18:30,두산,롯데,5,1,사직
42,,,18:30,NC,KIA,4,2,광주
43,,,18:30,KT,키움,8,1,고척
44,,,18:30,SK,한화,1,0,대전
45,,04.12(금),18:30,두산,LG,0,3,잠실
46,,,18:30,KIA,SK,4,4,문학
47,,,18:30,KT,삼성,0,5,대구
48,,,18:30,한화,키움,3,5,고척
49,,,19:00,롯데,NC,1,2,창원
50,,04.13(토),17:00,두산,LG,2,5,잠실
51,,,17:00,KIA,SK,6,4,문학
52,,,17:00,KT,삼성,5,3,대구
53,,,17:00,롯데,NC,5,7,창원
54,,,17:00,한화,키움,3,5,고척
55,,04.14(일),14:00,두산,LG,8,0,잠실
56,,,14:00,KIA,SK,4,2,문학
57,,,14:00,KT,삼성,12,14,대구
58,,,14:00,롯데,NC,1,8,창원
59,,,14:00,한화,키움,3,2,고척
60,,04.16(화),18:30,SK,두산,3,8,잠실
61,,,18:30,KIA,롯데,9,10,사직
62,,,18:30,LG,NC,7,2,창원
63,,,18:30,한화,KT,2,4,수원
64,,,18:30,키움,삼성,4,0,포항
65,,04.17(수),18:30,SK,두산,3,12,잠실
66,,,18:30,KIA,롯데,6,8,사직
67,,,18:30,LG,NC,4,2,창원
68,,,18:30,한화,KT,8,5,수원
69,,,18:30,키움,삼성,5,3,포항
70,,04.18(목),18:30,SK,두산,4,3,잠실
71,,,18:30,KIA,롯데,9,10,사직
72,,,18:30,LG,NC,6,1,창원
73,,,18:30,한화,KT,5,6,수원
74,,,18:30,키움,삼성,4,5,포항
75,,04.19(금),18:30,키움,LG,13,3,잠실
76,,,18:30,NC,SK,14,11,문학
77,,,18:30,KT,롯데,6,5,사직
78,,,18:30,두산,KIA,8,6,광주
79,,,18:30,삼성,한화,3,4,대전
80,,04.20(토),17:00,키움,LG,7,3,잠실
81,,,17:00,NC,SK,4,10,문학
82,,,17:00,KT,롯데,4,5,사직
83,,,17:00,두산,KIA,10,1,광주
84,,,17:00,삼성,한화,5,12,대전
85,,04.21(일),14:00,키움,LG,3,5,잠실
86,,,14:00,NC,SK,1,4,문학
87,,,14:00,KT,롯데,6,3,사직
88,,,14:00,두산,KIA,9,2,광주
89,,,14:00,삼성,한화,16,0,대전
90,,04.23(화),18:30,KIA,LG,2,9,잠실
91,,,18:30,SK,삼성,,,대구
92,,,18:30,NC,KT,4,3,수원
93,,,18:30,두산,키움,9,3,고척
94,,,18:30,롯데,한화,,,대전
95,,04.24(수),18:30,KIA,LG,3,10,잠실
96,,,18:30,SK,삼성,9,8,대구
97,,,18:30,NC,KT,10,2,수원
98,,,18:30,두산,키움,3,8,고척
99,,,18:30,롯데,한화,4,5,대전
100,,04.25(목),18:30,KIA,LG,,,잠실
101,,,18:30,SK,삼성,4,3,대구
102,,,18:30,NC,KT,,,수원
103,,,18:30,두산,키움,6,9,고척
104,,,18:30,롯데,한화,,,대전
105,,04.26(금),18:30,롯데,두산,8,11,잠실
106,,,18:30,LG,삼성,,,대구
107,,,18:30,SK,KT,2,0,수원
108,,,18:30,KIA,키움,4,8,고척
109,,,19:00,한화,NC,,,창원
110,,04.27(토),17:00,롯데,두산,0,7,잠실
111,,,17:00,LG,삼성,8,0,대구
112,,,17:00,한화,NC,1,15,창원
113,,,17:00,SK,KT,2,1,수원
114,,,17:00,KIA,키움,6,4,고척
115,,04.28(일),14:00,롯데,두산,2,9,잠실
116,,,14:00,LG,삼성,2,1,대구
117,,,14:00,한화,NC,4,10,창원
118,,,14:00,SK,KT,3,0,수원
119,,,14:00,KIA,키움,5,13,고척
120,,04.30(화),18:30,KT,LG,9,10,잠실
121,,,18:30,키움,SK,15,5,문학
122,,,18:30,NC,롯데,1,6,사직
123,,,18:30,삼성,KIA,0,8,광주
124,,,18:30,두산,한화,1,2,대전
0,2019,05.01(수),18:30,KT,LG,2,3,잠실
1,,,18:30,키움,SK,0,2,문학
2,,,18:30,NC,롯데,9,5,사직
3,,,18:30,삼성,KIA,10,2,광주
4,,,18:30,두산,한화,1,4,대전
5,,05.02(목),18:30,KT,LG,4,5,잠실
6,,,18:30,키움,SK,10,8,문학
7,,,18:30,NC,롯데,7,6,사직
8,,,18:30,삼성,KIA,1,8,광주
9,,,18:30,두산,한화,5,4,대전
10,,05.03(금),18:30,LG,두산,2,7,잠실
11,,,18:30,SK,롯데,11,7,사직
12,,,18:30,삼성,키움,3,8,고척
13,,,18:30,KT,한화,5,4,대전
14,,,19:00,KIA,NC,8,4,창원
15,,05.04(토),14:00,LG,두산,2,3,잠실
16,,,14:00,SK,롯데,10,4,사직
17,,,14:00,삼성,키움,3,1,고척
18,,,17:00,KIA,NC,1,4,창원
19,,,17:00,KT,한화,9,10,대전
20,,05.05(일),14:00,LG,두산,2,11,잠실
21,,,14:00,SK,롯데,4,3,사직
22,,,14:00,KIA,NC,3,10,창원
23,,,14:00,삼성,키움,2,12,고척
24,,,14:00,KT,한화,4,6,대전
25,,05.07(화),18:30,KIA,두산,3,4,잠실
26,,,18:30,한화,SK,2,11,문학
27,,,18:30,NC,삼성,3,6,대구
28,,,18:30,롯데,KT,2,7,수원
29,,,18:30,LG,키움,12,10,고척
30,,05.08(수),18:30,KIA,두산,0,1,잠실
31,,,18:30,한화,SK,2,17,문학
32,,,18:30,NC,삼성,0,2,대구
33,,,18:30,롯데,KT,4,5,수원
34,,,18:30,LG,키움,0,6,고척
35,,05.09(목),18:30,KIA,두산,5,3,잠실
36,,,18:30,한화,SK,6,1,문학
37,,,18:30,NC,삼성,4,6,대구
38,,,18:30,롯데,KT,13,6,수원
39,,,18:30,LG,키움,1,2,고척
40,,05.10(금),18:30,한화,LG,5,2,잠실
41,,,18:30,롯데,삼성,12,5,대구
42,,,18:30,키움,KT,6,7,수원
43,,,18:30,SK,KIA,4,1,광주
44,,,19:00,두산,NC,11,12,창원
45,,05.11(토),17:00,한화,LG,4,6,잠실
46,,,17:00,롯데,삼성,2,9,대구
47,,,17:00,두산,NC,12,0,창원
48,,,17:00,키움,KT,6,2,수원
49,,,17:00,SK,KIA,10,3,광주
50,,05.12(일),14:00,한화,LG,0,2,잠실
51,,,14:00,롯데,삼성,10,9,대구
52,,,14:00,두산,NC,3,2,창원
53,,,14:00,키움,KT,3,9,수원
54,,,14:00,SK,KIA,4,3,광주
55,,05.14(화),18:30,삼성,두산,4,3,잠실
56,,,18:30,LG,롯데,0,4,사직
57,,,18:30,SK,NC,2,8,창원
58,,,18:30,KT,KIA,6,1,광주
59,,,18:30,키움,한화,3,7,대전
60,,05.15(수),18:30,삼성,두산,1,3,잠실
61,,,18:30,LG,롯데,4,8,사직
62,,,18:30,SK,NC,7,3,창원
63,,,18:30,KT,KIA,7,4,광주
64,,,18:30,키움,한화,4,5,대전
65,,05.16(목),18:30,삼성,두산,1,4,잠실
66,,,18:30,LG,롯데,3,2,사직
67,,,18:30,SK,NC,2,5,창원
68,,,18:30,KT,KIA,6,3,광주
69,,,18:30,키움,한화,6,15,대전
70,,05.17(금),18:30,NC,LG,13,2,잠실
71,,,18:30,두산,SK,3,1,문학
72,,,18:30,삼성,KT,14,3,수원
73,,,18:30,롯데,키움,0,7,고척
74,,,18:30,KIA,한화,5,2,대전
75,,05.18(토),17:00,NC,LG,9,3,잠실
76,,,17:00,두산,SK,10,5,문학
77,,,17:00,삼성,KT,0,2,수원
78,,,17:00,롯데,키움,1,13,고척
79,,,17:00,KIA,한화,2,5,대전
80,,05.19(일),14:00,NC,LG,,,잠실
81,,,14:00,두산,SK,,,문학
82,,,14:00,삼성,KT,,,수원
83,,,14:00,롯데,키움,3,9,고척
84,,,14:00,KIA,한화,5,0,대전
85,,05.21(화),18:30,SK,LG,4,2,잠실
86,,,18:30,한화,삼성,3,9,대구
87,,,18:30,두산,KT,7,12,수원
88,,,18:30,롯데,KIA,6,10,광주
89,,,18:30,NC,키움,3,1,고척
90,,05.22(수),18:30,SK,LG,2,0,잠실
91,,,18:30,한화,삼성,5,6,대구
92,,,18:30,두산,KT,1,3,수원
93,,,18:30,롯데,KIA,5,6,광주
94,,,18:30,NC,키움,2,4,고척
95,,05.23(목),18:30,SK,LG,1,2,잠실
96,,,18:30,한화,삼성,1,2,대구
97,,,18:30,두산,KT,2,3,수원
98,,,18:30,롯데,KIA,1,3,광주
99,,,18:30,NC,키움,4,2,고척
100,,05.24(금),18:30,한화,두산,4,3,잠실
101,,,18:30,LG,롯데,5,8,사직
102,,,18:30,키움,삼성,10,5,대구
103,,,18:30,KT,KIA,5,7,광주
104,,,19:00,SK,NC,4,2,창원
105,,05.25(토),17:00,한화,두산,4,7,잠실
106,,,17:00,LG,롯데,6,5,사직
107,,,17:00,키움,삼성,9,10,대구
108,,,17:00,SK,NC,7,10,창원
109,,,17:00,KT,KIA,3,10,광주
110,,05.26(일),14:00,한화,두산,1,2,잠실
111,,,14:00,LG,롯데,11,2,사직
112,,,14:00,키움,삼성,3,4,대구
113,,,14:00,SK,NC,2,1,창원
114,,,14:00,KT,KIA,5,17,광주
115,,05.28(화),18:30,삼성,두산,1,4,잠실
116,,,18:30,KT,SK,0,1,문학
117,,,18:30,롯데,NC,9,4,창원
118,,,18:30,LG,키움,0,5,고척
119,,,18:30,KIA,한화,0,2,대전
120,,05.29(수),18:30,삼성,두산,2,3,잠실
121,,,18:30,KT,SK,8,6,문학
122,,,18:30,롯데,NC,6,8,창원
123,,,18:30,LG,키움,4,2,고척
124,,,18:30,KIA,한화,3,1,대전
125,,05.30(목),18:30,삼성,두산,2,1,잠실
126,,,18:30,KT,SK,2,3,문학
127,,,18:30,롯데,NC,10,2,창원
128,,,18:30,LG,키움,6,3,고척
129,,,18:30,KIA,한화,3,2,대전
130,,05.31(금),18:30,NC,LG,2,3,잠실
131,,,18:30,한화,SK,1,2,문학
132,,,18:30,삼성,롯데,1,6,사직
133,,,18:30,두산,KT,2,3,수원
134,,,18:30,키움,KIA,2,3,광주
0,2019,06.01(토),17:00,NC,LG,1,5,잠실
1,,,17:00,한화,SK,6,0,문학
2,,,17:00,삼성,롯데,2,5,사직
3,,,17:00,두산,KT,3,13,수원
4,,,17:00,키움,KIA,4,0,광주
5,,06.02(일),17:00,NC,LG,4,1,잠실
6,,,17:00,한화,SK,2,5,문학
7,,,17:00,삼성,롯데,8,3,사직
8,,,17:00,두산,KT,7,4,수원
9,,,17:00,키움,KIA,6,5,광주
10,,06.04(화),18:30,KT,LG,4,8,잠실
11,,,18:30,NC,삼성,1,3,대구
12,,,18:30,두산,KIA,7,2,광주
13,,,18:30,SK,키움,2,1,고척
14,,,18:30,한화,롯데,2,3,울산
15,,06.05(수),18:30,KT,LG,2,9,잠실
16,,,18:30,NC,삼성,3,4,대구
17,,,18:30,두산,KIA,5,4,광주
18,,,18:30,SK,키움,6,2,고척
19,,,18:30,한화,롯데,6,3,울산
20,,06.06(목),14:00,KT,LG,7,8,잠실
21,,,14:00,두산,KIA,3,12,광주
22,,,14:00,한화,롯데,4,3,울산
23,,,17:00,NC,삼성,0,6,대구
24,,,17:00,SK,키움,2,6,고척
25,,06.07(금),18:30,키움,두산,1,7,잠실
26,,,18:30,삼성,SK,2,4,문학
27,,,18:30,롯데,KT,1,2,수원
28,,,18:30,LG,한화,2,3,대전
29,,,19:00,KIA,NC,1,2,창원
30,,06.08(토),17:00,키움,두산,5,4,잠실
31,,,17:00,삼성,SK,0,8,문학
32,,,17:00,KIA,NC,4,5,창원
33,,,17:00,롯데,KT,2,6,수원
34,,,17:00,LG,한화,3,2,대전
35,,06.09(일),17:00,키움,두산,4,0,잠실
36,,,17:00,삼성,SK,9,0,문학
37,,,17:00,KIA,NC,3,4,창원
38,,,17:00,롯데,KT,0,2,수원
39,,,17:00,LG,한화,3,1,대전
40,,06.11(화),18:30,롯데,LG,1,1,잠실
41,,,18:30,키움,NC,9,8,창원
42,,,18:30,SK,KT,13,1,수원
43,,,18:30,삼성,KIA,1,7,광주
44,,,18:30,두산,한화,1,4,대전
45,,06.12(수),18:30,롯데,LG,3,4,잠실
46,,,18:30,키움,NC,5,4,창원
47,,,18:30,SK,KT,6,3,수원
48,,,18:30,삼성,KIA,3,7,광주
49,,,18:30,두산,한화,9,6,대전
50,,06.13(목),18:30,롯데,LG,3,4,잠실
51,,,18:30,키움,NC,1,3,창원
52,,,18:30,SK,KT,1,5,수원
53,,,18:30,삼성,KIA,2,3,광주
54,,,18:30,두산,한화,7,2,대전
55,,06.14(금),18:30,LG,두산,4,7,잠실
56,,,18:30,NC,SK,3,7,문학
57,,,18:30,KT,삼성,4,7,대구
58,,,18:30,한화,키움,7,8,고척
59,,,19:00,KIA,롯데,,,사직
60,,06.15(토),17:00,LG,두산,4,3,잠실
61,,,17:00,NC,SK,0,4,문학
62,,,17:00,KIA,롯데,0,7,사직
63,,,17:00,KT,삼성,10,7,대구
64,,,17:00,한화,키움,3,8,고척
65,,06.16(일),17:00,LG,두산,3,5,잠실
66,,,17:00,NC,SK,2,9,문학
67,,,17:00,KIA,롯데,5,10,사직
68,,,17:00,KT,삼성,3,1,대구
69,,,17:00,한화,키움,6,9,고척
70,,06.18(화),18:30,NC,두산,7,10,잠실
71,,,18:30,LG,삼성,5,12,대구
72,,,18:30,SK,KIA,2,4,광주
73,,,18:30,KT,키움,2,3,고척
74,,,18:30,롯데,한화,11,3,대전
75,,06.19(수),18:30,NC,두산,0,1,잠실
76,,,18:30,LG,삼성,9,6,대구
77,,,18:30,SK,KIA,7,1,광주
78,,,18:30,KT,키움,2,8,고척
79,,,18:30,롯데,한화,7,5,대전
80,,06.20(목),18:30,NC,두산,2,14,잠실
81,,,18:30,LG,삼성,11,3,대구
82,,,18:30,SK,KIA,5,8,광주
83,,,18:30,KT,키움,1,3,고척
84,,,18:30,롯데,한화,7,10,대전
85,,06.21(금),18:30,KIA,LG,8,9,잠실
86,,,18:30,두산,SK,1,14,문학
87,,,18:30,NC,KT,0,5,수원
88,,,18:30,삼성,한화,5,2,대전
89,,,19:00,키움,롯데,7,4,사직
90,,06.22(토),17:00,KIA,LG,3,2,잠실
91,,,17:00,두산,SK,0,3,문학
92,,,17:00,키움,롯데,1,4,사직
93,,,17:00,NC,KT,7,6,수원
94,,,17:00,삼성,한화,0,5,대전
95,,06.23(일),17:00,KIA,LG,7,0,잠실
96,,,17:00,두산,SK,2,3,문학
97,,,17:00,키움,롯데,1,2,사직
98,,,17:00,NC,KT,2,4,수원
99,,,17:00,삼성,한화,10,5,대전
100,,06.25(화),18:30,SK,LG,8,3,잠실
101,,,18:30,KT,롯데,8,8,사직
102,,,18:30,한화,NC,14,3,창원
103,,,18:30,KIA,키움,3,7,고척
104,,,18:30,두산,삼성,2,11,포항
105,,06.26(수),18:30,SK,LG,7,4,잠실
106,,,18:30,KT,롯데,,,사직
107,,,18:30,한화,NC,,,창원
108,,,18:30,KIA,키움,13,6,고척
109,,,18:30,두산,삼성,,,포항
110,,06.27(목),18:30,SK,LG,4,6,잠실
111,,,18:30,KT,롯데,10,2,사직
112,,,18:30,한화,NC,5,10,창원
113,,,18:30,KIA,키움,2,8,고척
114,,,18:30,두산,삼성,9,1,포항
115,,06.28(금),18:30,롯데,두산,2,3,잠실
116,,,18:30,SK,삼성,3,9,대구
117,,,18:30,KIA,KT,1,9,수원
118,,,18:30,키움,한화,6,5,대전
119,,,19:00,LG,NC,6,2,창원
120,,06.29(토),17:00,롯데,두산,4,0,잠실
121,,,17:00,SK,삼성,,,대구
122,,,17:00,LG,NC,,,창원
123,,,17:00,KIA,KT,3,5,수원
124,,,17:00,키움,한화,,,대전
125,,06.30(일),17:00,롯데,두산,4,0,잠실
126,,,17:00,SK,삼성,14,7,대구
127,,,17:00,LG,NC,1,9,창원
128,,,17:00,KIA,KT,3,4,수원
129,,,17:00,키움,한화,6,4,대전
0,2019,07.02(화),18:30,한화,LG,2,9,잠실
1,,,18:30,롯데,SK,1,10,문학
2,,,18:30,삼성,KT,3,5,수원
3,,,18:30,NC,KIA,3,5,광주
4,,,18:30,두산,키움,3,6,고척
5,,07.03(수),18:30,한화,LG,1,6,잠실
6,,,18:30,롯데,SK,5,8,문학
7,,,18:30,삼성,KT,0,3,수원
8,,,18:30,NC,KIA,8,4,광주
9,,,18:30,두산,키움,3,1,고척
10,,07.04(목),18:30,한화,LG,3,4,잠실
11,,,18:30,롯데,SK,7,9,문학
12,,,18:30,삼성,KT,3,5,수원
13,,,18:30,NC,KIA,9,3,광주
14,,,18:30,두산,키움,4,1,고척
15,,07.05(금),18:30,SK,두산,8,6,잠실
16,,,18:30,LG,KIA,1,6,광주
17,,,18:30,롯데,키움,1,14,고척
18,,,18:30,KT,한화,10,3,대전
19,,,19:00,삼성,NC,3,7,창원
20,,07.06(토),18:00,SK,두산,4,2,잠실
21,,,18:00,삼성,NC,2,2,창원
22,,,18:00,LG,KIA,0,7,광주
23,,,18:00,롯데,키움,4,6,고척
24,,,18:00,KT,한화,8,9,대전
25,,07.07(일),18:00,SK,두산,4,5,잠실
26,,,18:00,삼성,NC,4,2,창원
27,,,18:00,LG,KIA,10,9,광주
28,,,18:00,롯데,키움,2,5,고척
29,,,18:00,KT,한화,4,3,대전
30,,07.09(화),18:30,두산,LG,11,4,잠실
31,,,18:30,NC,롯데,1,4,사직
32,,,18:30,KIA,삼성,2,3,대구
33,,,18:30,키움,KT,12,3,수원
34,,,18:30,SK,한화,0,1,대전
35,,07.10(수),18:30,두산,LG,,,잠실
36,,,18:30,NC,롯데,,,사직
37,,,18:30,KIA,삼성,,,대구
38,,,18:30,키움,KT,,,수원
39,,,18:30,SK,한화,,,대전
40,,07.11(목),18:30,두산,LG,8,4,잠실
41,,,18:30,NC,롯데,4,0,사직
42,,,18:30,KIA,삼성,2,4,대구
43,,,18:30,키움,KT,4,2,수원
44,,,18:30,SK,한화,5,1,대전
45,,07.12(금),18:30,삼성,LG,6,3,잠실
46,,,18:30,키움,SK,6,2,문학
47,,,18:30,한화,KIA,0,5,광주
48,,,19:00,두산,롯데,1,2,사직
49,,,19:00,KT,NC,8,9,창원
50,,07.13(토),18:00,삼성,LG,3,5,잠실
51,,,18:00,키움,SK,2,4,문학
52,,,18:00,두산,롯데,4,3,사직
53,,,18:00,KT,NC,13,3,창원
54,,,18:00,한화,KIA,10,5,광주
55,,07.14(일),18:00,삼성,LG,0,2,잠실
56,,,18:00,키움,SK,3,4,문학
57,,,18:00,두산,롯데,8,2,사직
58,,,18:00,KT,NC,4,1,창원
59,,,18:00,한화,KIA,7,10,광주
60,,07.16(화),18:30,KT,두산,7,2,잠실
61,,,18:30,LG,SK,4,10,문학
62,,,18:30,롯데,KIA,,,광주
63,,,18:30,삼성,키움,0,6,고척
64,,,18:30,NC,한화,3,2,청주
65,,07.17(수),18:30,KT,두산,6,4,잠실
66,,,18:30,LG,SK,2,8,문학
67,,,18:30,롯데,KIA,1,3,광주
68,,,18:30,삼성,키움,6,10,고척
69,,,18:30,NC,한화,14,1,청주
70,,07.18(목),18:30,KT,두산,7,4,잠실
71,,,18:30,LG,SK,12,5,문학
72,,,18:30,롯데,KIA,6,3,광주
73,,,18:30,삼성,키움,1,5,고척
74,,,18:30,NC,한화,7,4,청주
75,,07.20(토),18:00,드림,나눔,,,창원
76,,07.21(일),18:00,드림,나눔,9,7,창원
77,,07.26(금),18:30,KIA,두산,,,잠실
78,,,18:30,한화,삼성,8,9,대구
79,,,18:30,LG,KT,,,수원
80,,,18:30,NC,키움,4,5,고척
81,,,19:00,SK,롯데,8,6,사직
82,,07.27(토),18:00,KIA,두산,1,12,잠실
83,,,18:00,SK,롯데,4,0,사직
84,,,18:00,한화,삼성,6,7,대구
85,,,18:00,LG,KT,5,2,수원
86,,,18:00,NC,키움,1,4,고척
87,,07.28(일),18:00,KIA,두산,,,잠실
88,,,18:00,SK,롯데,3,0,사직
89,,,18:00,한화,삼성,6,13,대구
90,,,18:00,LG,KT,10,1,수원
91,,,18:00,NC,키움,11,0,고척
92,,07.30(화),18:30,키움,LG,4,2,잠실
93,,,18:30,KIA,SK,2,0,문학
94,,,18:30,롯데,삼성,2,5,대구
95,,,18:30,두산,NC,9,1,창원
96,,,18:30,한화,KT,2,3,수원
97,,07.31(수),18:30,키움,LG,8,0,잠실
98,,,18:30,KIA,SK,6,2,문학
99,,,18:30,롯데,삼성,8,4,대구
100,,,18:30,두산,NC,4,8,창원
101,,,18:30,한화,KT,5,2,수원
0,2019,08.01(목),18:30,키움,LG,5,11,잠실
1,,,18:30,KIA,SK,1,10,문학
2,,,18:30,롯데,삼성,9,4,대구
3,,,18:30,두산,NC,3,2,창원
4,,,18:30,한화,KT,3,1,수원
5,,08.03(토),18:00,삼성,LG,10,13,잠실
6,,,18:00,두산,롯데,1,2,사직
7,,,18:00,NC,KIA,1,5,광주
8,,,18:00,KT,키움,7,1,고척
9,,,18:00,SK,한화,3,0,대전
10,,08.04(일),17:00,삼성,LG,2,1,잠실
11,,,17:00,NC,KIA,0,1,광주
12,,,17:00,KT,키움,5,3,고척
13,,,17:00,SK,한화,2,8,대전
14,,,18:00,두산,롯데,4,9,사직
15,,08.06(화),18:30,한화,두산,3,8,잠실
16,,,18:30,KT,SK,3,0,문학
17,,,18:30,삼성,NC,,,창원
18,,,18:30,LG,KIA,17,4,광주
19,,,18:30,키움,롯데,,,울산
20,,08.07(수),18:30,한화,두산,7,5,잠실
21,,,18:30,KT,SK,2,5,문학
22,,,18:30,삼성,NC,1,2,창원
23,,,18:30,LG,KIA,5,10,광주
24,,,18:30,키움,롯데,16,4,울산
25,,08.08(목),18:30,KT,두산,2,7,잠실
26,,,18:30,롯데,삼성,8,0,대구
27,,,18:30,LG,NC,2,13,창원
28,,,18:30,한화,KIA,2,5,광주
29,,,18:30,SK,키움,6,1,고척
30,,08.09(금),18:30,KT,두산,1,3,잠실
31,,,18:30,롯데,삼성,6,3,대구
32,,,18:30,한화,KIA,4,10,광주
33,,,18:30,SK,키움,4,5,고척
34,,,19:00,LG,NC,5,2,창원
35,,08.10(토),18:00,SK,LG,2,0,잠실
36,,,18:00,KIA,삼성,7,2,대구
37,,,18:00,롯데,NC,4,7,창원
38,,,18:00,한화,KT,4,5,수원
39,,,18:00,두산,키움,2,10,고척
40,,08.11(일),17:00,SK,LG,3,4,잠실
41,,,17:00,KIA,삼성,4,5,대구
42,,,17:00,롯데,NC,1,9,창원
43,,,17:00,한화,KT,6,4,수원
44,,,17:00,두산,키움,12,7,고척
45,,08.13(화),18:30,키움,LG,7,8,잠실
46,,,18:30,삼성,SK,1,4,문학
47,,,18:30,KT,롯데,5,6,사직
48,,,18:30,두산,KIA,5,2,광주
49,,,18:30,NC,한화,10,2,대전
50,,08.14(수),18:30,키움,LG,14,0,잠실
51,,,18:30,삼성,SK,,,문학
52,,,18:30,KT,롯데,6,0,사직
53,,,18:30,두산,KIA,1,4,광주
54,,,18:30,NC,한화,3,9,대전
55,,08.15(목),17:00,LG,두산,,,잠실
56,,,17:00,삼성,KT,,,수원
57,,,17:00,SK,KIA,7,6,광주
58,,,17:00,NC,키움,3,4,고척
59,,,18:00,한화,롯데,5,11,사직
60,,08.16(금),18:30,LG,두산,4,7,잠실
61,,,18:30,한화,롯데,2,1,사직
62,,,18:30,삼성,KT,1,9,수원
