,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13,14,15,16,17
6, ,우비,우안, ,1땅, , ,1땅, ,4,1,0,0,0.212,한상훈,구장 : 대전,"관중 : 6,734",2008.09.06(토),개시 : 17:00,경기시간 : 3:02,한화,삼성,,,,,,,,,
7, ,우비,우비, , ,삼진, , , ,3,0,0,0,0.273,신경현,구장 : 대전,"관중 : 6,734",2008.09.06(토),개시 : 17:00,경기시간 : 3:02,한화,삼성,,,,,,,,,
8, , , , , , , , ,좌비,1,0,0,0,0.281,이영우,구장 : 대전,"관중 : 6,734",2008.09.06(토),개시 : 17:00,경기시간 : 3:02,한화,삼성,,,,,,,,,
9, ,우비, ,삼진, ,2비, , , ,3,0,0,0,0.240,김민재,구장 : 대전,"관중 : 6,734",2008.09.06(토),개시 : 17:00,경기시간 : 3:02,한화,삼성,,,,,,,,,
10, , , , , , , , ,유비,1,0,0,0,0.253,연경흠,구장 : 대전,"관중 : 6,734",2008.09.06(토),개시 : 17:00,경기시간 : 3:02,한화,삼성,,,,,,,,,
0,우안,좌안, ,좌비, ,투땅, ,투번, ,5,2,0,2,0.300,김주찬,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,롯데,KIA,,,,,,,,,
1,2땅,1비, ,좌안, ,중안, , ,유땅,5,2,0,0,0.300,이인구,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,롯데,KIA,,,,,,,,,
2, , , , , , , , , ,0,0,0,0,0.198,이승화,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,롯데,KIA,,,,,,,,,
3,중안,좌중홈, ,중안, ,삼진, , ,2땅,5,3,4,1,0.327,조성환,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,롯데,KIA,,,,,,,,,
4,우안,3땅, ,우안, ,좌비, , , ,4,2,0,0,0.310,이대호,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,롯데,KIA,,,,,,,,,
5, , , , , , , , ,삼진,1,0,0,0,0.000,김민성,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,롯데,KIA,,,,,,,,,
6,1땅, ,중비, ,좌2, ,2땅, , ,4,1,0,0,0.277,가르시아,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,롯데,KIA,,,,,,,,,
7,4구, ,3땅, ,4구, ,좌비, , ,2,0,0,0,0.291,강민호,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,롯데,KIA,,,,,,,,,
8,삼진, ,삼진, ,삼진, ,중비, , ,4,0,0,0,0.342,손광민,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,롯데,KIA,,,,,,,,,
9, ,삼진, ,우홈,좌안, , ,좌비, ,4,2,1,1,0.375,박종윤,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,롯데,KIA,,,,,,,,,
10, ,좌안, ,유땅,2유병, , ,우비, ,4,1,0,1,0.267,박기혁,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,롯데,KIA,,,,,,,,,
0,유땅, , ,4구, ,중안, ,중안, ,3,2,0,1,0.315,이용규,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
1,유땅, , ,우안, ,3땅, ,1유병, ,4,1,0,1,0.285,이종범,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
2,삼진, , ,투유병, ,좌실, , ,투땅,4,0,0,0,0.310,장성호,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
3, ,우비, ,삼진, ,중안, , ,우중안,4,2,1,0,0.286,나지완,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
4, ,중비, , ,2땅,유땅, , , ,3,0,0,0,0.209,채종범,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
5, , , , , , , , , ,0,0,0,0,0.103,강동우,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
6, , , , , , , , , ,0,0,0,0,0.303,김상훈,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
7, , , , , , , , ,우안,1,1,0,0,0.309,최경환,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
8, ,유땅, , ,우비, ,우비, , ,3,0,0,0,0.259,이현곤,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
9, , , , , , , , ,2땅,1,0,0,0,0.229,최희섭,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
10, , ,좌비, ,삼진, ,좌비, ,3땅,4,0,0,0,0.255,차일목,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
11, , ,좌비, , ,좌안,3파, , ,3,1,0,0,0.226,김주형,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
12, , ,유비, , ,좌비, ,유땅, ,3,0,0,0,0.230,김종국,구장 : 무등,"관중 : 5,846",2008.09.07(일),개시 : 17:00,경기시간 : 2:35,KIA,롯데,,,,,,,,,
0,4구,2안, ,중희비, ,좌비, , ,투땅,3,1,1,1,0.304,이종욱,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리, ,사구,,,,,,,
1,2땅,중비, ,우희비, , ,삼진, ,4구,3,0,1,1,0.253,고영민,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리, ,투희번,,,,,,,
2,중안, ,2땅,1비, , ,중안, ,4구,5,3,1,1,0.341,김현수,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리, ,좌중2,,,,,,,
3,중희비, ,1땅, ,4구, ,우비, ,유병,3,0,1,0,0.307,김동주,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리, ,사구,,,,,,,
4,중안, ,우안, ,중비, ,우비, , ,5,3,0,0,0.346,홍성흔,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리,좌안, ,,,,,,,
5, , , , , , , , , ,0,0,0,0,0.233,전상렬,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리, , ,,,,,,,
6, , , , , , , , , ,1,1,0,0,0.244,최준석,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리, ,유안,,,,,,,
7, , , , , , , , , ,0,0,0,0,0.241,김재호,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리, , ,,,,,,,
8,4구, ,좌비, ,1직, , ,1땅, ,4,0,1,0,0.299,유재웅,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리,삼진,좌희비,,,,,,,
9,중비, , ,좌안, ,중안, ,좌비, ,5,2,0,1,0.235,이대수,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리,사구,투땅,,,,,,,
10, ,2땅, ,4구, ,투희번, ,4구, ,1,0,0,1,0.209,채상병,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리, , ,,,,,,,
11, , , , , , , , , ,1,0,0,0,0.226,오재원,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리,중비, ,,,,,,,
12, ,삼진, ,3안, ,투땅, , , ,3,1,0,0,0.222,정원석,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리, , ,,,,,,,
13, , , , , , , , ,중안,2,1,0,0,0.203,최승환,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,두산,우리,삼진, ,,,,,,,
0,3땅,좌중3, , ,3땅, , , , ,3,1,2,0,0.329,전준호,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
1, , , , , , ,2땅, , ,2,0,0,0,0.000,전동수,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산,1땅, ,,,,,,,
2, , , , , , , , , ,0,0,0,0,0.235,권도영,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
3,우안,1비, , ,2비, , ,삼진, ,4,1,0,0,0.287,송지만,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산,고4, ,,,,,,,
4,1땅, ,1땅, , ,1땅, ,유안, ,4,1,0,0,0.276,이숭용,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
5, , , , , , , , , ,0,0,0,0,0.125,최현종,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
6, , , , , , , , , ,0,0,0,0,0.000,송신영,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
7, , , , , , , , , ,0,0,0,0,0.000,다카쓰,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
8, , , , , , , , , ,1,0,0,0,0.263,김남형,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산,유땅, ,,,,,,,
9, , , , , , , , , ,0,0,0,0,0.000,노환수,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
10, , , , , , , , , ,0,0,0,0,0.000,이정호,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
11,4구, ,유실, , ,2비, ,1파, ,4,0,0,0,0.321,이택근,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, ,유땅,,,,,,,
12,2땅, ,2직, , ,좌비, , ,1땅,5,1,0,0,0.381,조중근,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, ,우안,,,,,,,
13, ,우비, ,3땅, , ,삼진, ,1파,5,0,0,0,0.264,강정호,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, ,중비,,,,,,,
14, ,1땅, ,유땅, , , , , ,2,0,0,0,0.238,황재균,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
15, , , , , , ,2땅, ,좌비,3,0,0,0,0.265,정성훈,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, ,2비,,,,,,,
16, ,우안, ,중비, , , , , ,2,1,0,1,0.245,강귀태,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
17, , , , , , ,중안, , ,1,1,0,0,0.500,허준,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
18, , , , , , , , , ,0,0,0,1,0.229,정수성,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산, , ,,,,,,,
19, , , , , , , , , ,1,0,0,0,0.225,김동수,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산,중비, ,,,,,,,
20, ,4구, , ,투땅, ,좌2, , ,3,2,1,1,0.267,김일경,구장 : 목동,"관중 : 4,935",2008.09.07(일),개시 : 17:02,경기시간 : 3:56,우리,두산,우안, ,,,,,,,
0,중안, ,3땅, ,좌안,3땅, , ,좌중안,5,3,0,1,0.302,정근우,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
1,우안, ,삼진, ,2안,삼진, , ,유병,5,2,0,1,0.304,박재상,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
2,4구, , ,중안,우중2, ,좌비, , ,3,2,1,2,0.316,김재현,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
3,유2병, , ,좌안,삼진, ,4구, , ,3,1,0,1,0.331,박재홍,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
4,유땅, , ,좌중2,우중안, ,삼진, , ,4,2,3,0,0.322,최정,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
5, ,유직, ,유안,유실, , , , ,3,1,0,0,0.292,김강민,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
6, , , , , , , ,중비, ,1,0,0,0,0.288,조동화,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
7, ,2땅, , , , , , , ,1,0,0,0,0.315,이진영,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
8, , , ,3희번, , , , , ,0,0,0,0,0.375,박정환,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
9, , , , ,4구, , ,2직, ,1,0,0,0,0.190,권영진,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
10, ,유땅, ,삼진,포파, , ,삼진, ,4,0,0,0,0.221,정상호,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
11, , ,중비,유땅, ,좌비, , ,중비,4,0,0,0,0.259,나주환,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,SK,LG,,,,,,,,,
0,좌비, ,유땅, , ,2땅, ,우안,투희번,4,1,0,1,0.266,이대형,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
1,삼진, , ,중안, , , , , ,2,1,0,0,0.268,박용택,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
2, , , , , ,삼진, , , ,1,0,0,0,0.276,손인호,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
3, , , , , , , ,좌비,중안,2,1,2,0,0.250,서동욱,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
4,좌안, , ,유2병, ,좌중2, ,우중2, ,4,3,1,1,0.316,안치용,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
5,3땅, , ,우안, ,3땅, ,좌2, ,4,2,1,0,0.268,최동수,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
6, , , , , , , , , ,0,0,0,1,0.500,임도현,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
7, ,삼진, ,중비, , ,투땅, , ,3,0,0,0,0.212,이병규,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
8, , , , , , , ,삼진, ,1,0,0,0,0.305,김정민,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
9, ,3땅, , ,좌비, ,우비,좌홈, ,4,1,2,1,0.243,조인성,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
10, ,삼진, , ,3땅, ,좌안,유땅, ,4,1,0,0,0.243,김상현,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
11, , ,삼진, , , , , , ,1,0,0,0,0.227,권용관,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
12, , , , ,우안, ,중안, ,우안,3,3,0,1,0.209,박용근,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
13, , ,2땅, ,좌비, ,유땅, , ,3,0,0,0,0.269,박경수,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
14, , , , , , , , ,4구,0,0,0,0,0.346,페타지니,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
15, , , , , , , , , ,0,0,0,1,0.192,김태완,구장 : 잠실,"관중 : 5,133",2008.09.07(일),개시 : 17:00,경기시간 : 3:00,LG,SK,,,,,,,,,
0,중비, ,삼진, ,좌중2, ,1땅, , ,4,1,0,0,0.334,박한이,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
1,우중2, , ,4구,유땅, ,삼진, , ,3,1,0,0,0.300,강봉규,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
2, , , , , , , , , ,0,0,0,0,0.173,신명철,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
3,우비, , ,우안, ,중안,1땅, , ,4,2,0,0,0.275,양준혁,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
4,2땅, , ,유비, ,4구, ,삼진, ,3,0,0,0,0.273,최형우,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
5, , , , , , , , , ,0,0,0,0,0.132,허승민,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
6, ,우비, ,3병, , , , , ,2,0,0,0,0.285,김창희,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
7, , , , , ,투희번, , , ,0,0,0,0,0.198,조동찬,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
8, , , , , , , ,유땅, ,1,0,0,0,0.274,진갑용,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
9, ,중비, , ,우홈,고4, ,삼진, ,3,1,1,1,0.282,박석민,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
10, ,우비, , ,좌홈,1파, , , ,3,1,1,1,0.175,손지환,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
11, , , , , , , , ,유땅,1,0,0,0,0.225,김재걸,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
12, , ,유땅, ,삼진, , , , ,2,0,0,0,0.222,현재윤,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
13, , , , , ,삼진, , ,삼진,2,0,0,0,0.245,우동균,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
14, , ,삼진, ,포파, ,중안, ,삼진,4,1,0,0,0.213,박진만,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,삼성,한화,,,,,,,,,
0,중비, ,3파, , ,삼진, ,4구, ,3,0,0,0,0.254,추승우,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
1,삼진, ,삼진, , ,좌비, ,우비, ,4,0,0,0,0.292,송광민,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
2,삼진, ,좌비, , ,삼진, , ,중비,4,0,0,0,0.248,클락,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
3, ,유비, ,우비, , ,유땅, ,삼진,4,0,0,0,0.325,김태균,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
4, ,중홈, ,2땅, , ,삼진, ,삼진,4,1,1,1,0.291,이범호,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
5, ,삼진, ,중비, , ,삼진, , ,3,0,0,0,0.269,김태완,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
6, ,2땅, , ,2땅, , ,2비, ,3,0,0,0,0.210,한상훈,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
7, , ,4구, ,우비, , , , ,1,0,0,0,0.216,이희근,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
8, , , , , , , ,중2, ,1,1,0,0,0.263,연경흠,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
9, , , , , , , , , ,0,0,0,0,0.178,이여상,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
10, , ,2안, ,삼진, , , , ,2,1,0,0,0.242,김민재,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
11, , , , , , , , , ,0,0,0,0,0.000,정현석,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
12, , , , , , , ,삼진, ,1,0,0,0,0.280,이영우,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
13, , , , , , , , , ,0,0,0,0,0.273,신경현,구장 : 대전,"관중 : 6,350",2008.09.07(일),개시 : 17:00,경기시간 : 3:04,한화,삼성,,,,,,,,,
0,투땅, ,삼진, , ,삼진, , ,3번,4,0,0,0,0.301,이종욱,구장 : 시민,"관중 : 5,112",2008.09.09(화),개시 : 18:30,경기시간 : 2:21,두산,삼성,,,,,,,,,
1,3땅, , ,1직, ,좌안, , ,좌중2,4,2,0,0,0.256,고영민,구장 : 시민,"관중 : 5,112",2008.09.09(화),개시 : 18:30,경기시간 : 2:21,두산,삼성,,,,,,,,,
2,4구, , ,삼진, ,유땅, , ,2땅,3,0,0,0,0.339,김현수,구장 : 시민,"관중 : 5,112",2008.09.09(화),개시 : 18:30,경기시간 : 2:21,두산,삼성,,,,,,,,,
3,유비, , ,중안, , ,좌안, ,삼진,4,2,0,0,0.310,김동주,구장 : 시민,"관중 : 5,112",2008.09.09(화),개시 : 18:30,경기시간 : 2:21,두산,삼성,,,,,,,,,
4, ,우안, ,2땅, , ,유병, , ,3,1,0,0,0.346,홍성흔,구장 : 시민,"관중 : 5,112",2008.09.09(화),개시 : 18:30,경기시간 : 2:21,두산,삼성,,,,,,,,,
5, ,유병, , ,우비, ,우비, , ,3,0,0,0,0.238,최준석,구장 : 시민,"관중 : 5,112",2008.09.09(화),개시 : 18:30,경기시간 : 2:21,두산,삼성,,,,,,,,,
6, ,유비, , ,삼진, , ,삼진, ,3,0,0,0,0.214,이성열,구장 : 시민,"관중 : 5,112",2008.09.09(화),개시 : 18:30,경기시간 : 2:21,두산,삼성,,,,,,,,,
7, , ,우비, ,3땅, , ,중비, ,3,0,0,0,0.207,채상병,구장 : 시민,"관중 : 5,112",2008.09.09(화),개시 : 18:30,경기시간 : 2:21,두산,삼성,,,,,,,,,
8, , , , , , , , , ,0,0,0,0,0.203,최승환,구장 : 시민,"관중 : 5,112",2008.09.09(화),개시 : 18:30,경기시간 : 2:21,두산,삼성,,,,,,,,,
