,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13,14,15,16,17
2, , , , , , , , , ,0,0,0,1,0.125,허승민,구장 : 시민,"관중 : 9,420",2008.09.24(수),개시 : 18:30,경기시간 : 2:54,삼성,롯데,,,,,,,,,
3, , , , , , , ,투땅, ,1,0,0,0,0.284,김창희,구장 : 시민,"관중 : 9,420",2008.09.24(수),개시 : 18:30,경기시간 : 2:54,삼성,롯데,,,,,,,,,
4,2땅, ,1실,우중안, ,사구, , , ,3,1,0,1,0.273,양준혁,구장 : 시민,"관중 : 9,420",2008.09.24(수),개시 : 18:30,경기시간 : 2:54,삼성,롯데,,,,,,,,,
5, , , , , , , ,중비, ,1,0,0,0,0.213,심광호,구장 : 시민,"관중 : 9,420",2008.09.24(수),개시 : 18:30,경기시간 : 2:54,삼성,롯데,,,,,,,,,
6, ,삼진,삼진,2땅, ,3희번, ,삼진, ,4,0,0,0,0.286,박석민,구장 : 시민,"관중 : 9,420",2008.09.24(수),개시 : 18:30,경기시간 : 2:54,삼성,롯데,,,,,,,,,
7, ,우중홈,4구, ,삼진,고4, , , ,2,1,1,2,0.281,최형우,구장 : 시민,"관중 : 9,420",2008.09.24(수),개시 : 18:30,경기시간 : 2:54,삼성,롯데,,,,,,,,,
8, ,유비,좌중2, ,4구,중안, , , ,3,2,3,0,0.231,박진만,구장 : 시민,"관중 : 9,420",2008.09.24(수),개시 : 18:30,경기시간 : 2:54,삼성,롯데,,,,,,,,,
9, ,우비,삼진, ,좌안,유2병, , , ,4,1,0,0,0.231,조동찬,구장 : 시민,"관중 : 9,420",2008.09.24(수),개시 : 18:30,경기시간 : 2:54,삼성,롯데,,,,,,,,,
10, , ,3직,좌2,1안, ,포파, , ,4,2,0,1,0.248,현재윤,구장 : 시민,"관중 : 9,420",2008.09.24(수),개시 : 18:30,경기시간 : 2:54,삼성,롯데,,,,,,,,,
11, , ,좌홈,투희번,3땅, ,투땅, , ,3,1,1,1,0.180,신명철,구장 : 시민,"관중 : 9,420",2008.09.24(수),개시 : 18:30,경기시간 : 2:54,삼성,롯데,,,,,,,,,
0,삼진,유땅, ,2안, , ,2땅, , ,4,1,0,0,0.261,정수성,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
1,우안,중비, ,유비, , ,삼진, , ,4,1,0,1,0.264,정성훈,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
2,중안,중안, ,2땅, , ,투땅, , ,4,2,0,1,0.270,이숭용,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
3,2실,유땅, , , , , , , ,2,0,0,1,0.317,이택근,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
4, , , , ,좌비, , , , ,1,0,0,0,0.244,조재호,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
5, , , , , , , ,2비, ,1,0,0,0,0.190,오윤,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
6, , , , , , , , , ,0,0,0,0,0.000,장민석,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
7,삼진, ,4구, ,2땅, , ,2땅, ,3,0,0,0,0.261,강정호,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
8,우안, ,4구, ,삼진, , , , ,2,1,1,1,0.298,조중근,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
9, , , , , , , ,우비, ,1,0,0,0,0.236,황재균,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
10,좌중안, ,삼진, , ,삼진, , ,포파,4,1,1,0,0.281,송지만,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
11,중안, ,삼진, , ,포파, , , ,3,1,1,0,0.240,김동수,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
12, , , , , , , , ,중비,1,0,0,0,0.249,강귀태,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
13,삼진, , , , , , , , ,1,0,0,0,0.265,김일경,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
14, , ,좌비, , , , , , ,1,0,0,0,0.319,전준호,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
15, , , , , ,유비, , ,1땅,2,0,0,0,0.222,권도영,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,우리,두산,,,,,,,,,
0,유땅, ,중비, ,우비, ,투땅, , ,4,0,0,0,0.307,이종욱,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
1,중비, , ,우안, ,사구, ,삼진, ,3,1,0,1,0.262,이대수,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
2,중비, , ,1땅, ,좌2, ,삼진, ,4,1,0,0,0.356,김현수,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
3, ,3땅, ,우안, ,3땅, ,투유안, ,4,2,1,0,0.313,김동주,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
4, , , , , , , , , ,0,0,0,0,0.194,민병헌,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
5, , , , , , , , , ,0,0,0,0,0.255,김재호,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
6, ,우비, ,좌안, ,고4, ,중비, ,3,1,0,0,0.341,홍성흔,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
7, ,좌홈, ,유2병, ,유2병, , , ,3,1,1,1,0.230,최준석,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
8, , , , , , , , ,3땅,1,0,0,0,0.272,고영민,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
9, ,유땅, , ,삼진, ,2땅, ,삼진,4,0,0,0,0.283,유재웅,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
10, , , , , , , , , ,0,0,0,0,0.209,채상병,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
11, , ,삼진, ,3땅, ,우안, , ,3,1,0,0,0.212,최승환,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
12, , , , , , , , ,중비,1,0,0,0,0.209,이성열,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
13, , , , , , , , , ,0,0,0,0,0.240,오재원,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
14, , ,우비, ,좌중안, ,유땅, , ,3,1,0,0,0.222,정원석,구장 : 잠실,"관중 : 4,742",2008.09.24(수),개시 : 18:31,경기시간 : 2:53,두산,우리,,,,,,,,,
0,삼진, ,3땅, , ,우비, ,삼진, ,4,0,0,0,0.218,박용근,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
1,투땅, ,투땅, , ,유땅, ,유땅, ,4,0,0,0,0.267,이대형,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
2,우중3, , ,유직, ,삼진, , ,중비,4,1,0,0,0.297,안치용,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
3,1땅, , ,중비, , ,좌안, , ,3,1,0,0,0.266,최동수,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
4, , , , , , , , , ,0,0,0,0,0.500,임도현,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
5, , , , , , , , ,삼진,1,0,0,0,0.246,김태완,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
6, ,유땅, ,우안, , ,중비, ,3파,4,1,0,0,0.250,이병규,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
7, ,1땅, ,2땅, , ,삼진, , ,3,0,0,0,0.239,서동욱,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
8, ,좌홈, , ,삼진, ,우안, , ,3,2,1,1,0.242,김상현,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
9, ,2비, , ,유땅, , ,좌안, ,3,1,0,0,0.228,조인성,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
10, , , , , , , , , ,0,0,0,0,0.182,김용의,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
11, , , , , , , , , ,0,0,0,0,0.305,김정민,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
12, , ,1땅, ,우비, , ,투희번, ,2,0,0,0,0.238,권용관,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,LG,SK,,,,,,,,,
0,유땅, ,중안, ,포파, , ,중안, ,4,2,0,1,0.304,정근우,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
1,유비, ,중비, , ,삼진, ,중2, ,4,1,2,0,0.292,박재상,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
2,우안, ,유안, , ,좌비, ,삼진, ,4,2,0,0,0.312,김재현,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
3,중비, ,중비, , ,유땅, ,3땅, ,4,0,0,0,0.313,박재홍,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
4, ,우중안, ,유땅, , ,사구, , ,2,1,0,0,0.323,최정,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
5, ,투안, , , , , , , ,1,1,0,0,0.284,김강민,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
6, , , ,2안, , ,중비, , ,2,1,0,0,0.282,조동화,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
7, ,투땅, , , , , , , ,1,0,0,0,0.251,나주환,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
8, , , ,2유병, , ,중비, , ,2,0,0,0,0.077,김연훈,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
9, ,우안, , ,삼진, , ,좌안, ,3,2,0,1,0.219,정상호,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
10, , , , , , , , , ,0,0,0,0,0.176,권영진,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
11, ,투땅, , ,2땅, , , , ,2,0,0,0,0.192,박정환,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
12, , , , , , , ,삼진, ,1,0,0,0,0.212,모창민,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
13, , , , , , , , , ,0,0,0,0,0.277,박경완,구장 : 문학,"관중 : 2,902",2008.09.24(수),개시 : 18:30,경기시간 : 2:20,SK,LG,,,,,,,,,
0,3땅, ,유땅, ,우2, ,유땅, ,삼진,5,1,0,1,0.316,김주찬,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
1,우2, ,좌중안, ,좌중2, ,좌비, , ,4,3,2,2,0.310,이인구,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
2, , , , , , , , , ,0,0,0,0,0.088,최만호,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
3,좌중2, ,삼진, ,좌안, , ,3땅, ,4,2,2,0,0.328,조성환,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
4,투땅, , ,좌비,2땅, , ,중안, ,4,1,0,0,0.283,가르시아,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
5,4구, , ,중비, ,우비, ,4구, ,2,0,0,0,0.291,강민호,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
6,2땅, , ,우비, ,삼진, ,3땅, ,4,0,0,0,0.318,손광민,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
7, , , , , , , , , ,0,0,0,0,0.199,이승화,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
8, ,우안, , ,중비,2땅, ,3땅, ,4,1,0,0,0.288,박기혁,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
9, ,우비, , ,좌중안, ,좌안, ,삼진,4,2,0,0,0.277,정보명,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
10, ,2유병, , ,우안, ,1파, , ,3,1,0,1,0.286,이원석,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
11, , , , , , , , ,삼진,1,0,0,0,0.182,박종윤,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,롯데,삼성,,,,,,,,,
0,중안,4구, , ,중비,사구, , ,중안,3,2,0,0,0.320,박한이,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
1,우비,삼진, , ,4구,2땅, , ,유2병,4,0,0,0,0.225,조동찬,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
2,3파, ,유땅, ,좌비, ,삼진, , ,4,0,0,0,0.270,양준혁,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
3,4구, ,중비, ,3땅, ,삼진, , ,3,0,0,0,0.284,박석민,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
4,삼진, ,1땅, , ,4구,1땅, , ,3,0,0,1,0.278,최형우,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
5, ,4구, ,3파, ,좌안, ,삼진, ,3,1,0,0,0.232,박진만,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
6, ,4구, ,우비, ,중안, ,2비, ,3,1,1,0,0.285,김창희,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
7, ,투희번, ,좌안, ,투희번, ,삼진, ,2,1,0,0,0.252,현재윤,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
8, ,유비, , , , , , , ,1,0,0,0,0.179,신명철,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
9, , , ,삼진, , , , , ,1,0,0,0,0.240,우동균,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
10, , , , , , , , , ,0,0,0,0,0.000,손주인,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
11, , , , , ,삼진, , , ,1,0,0,0,0.210,심광호,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
12, , , , , , , , ,삼진,1,0,0,0,0.296,강봉규,구장 : 시민,"관중 : 11,484",2008.09.25(목),개시 : 18:31,경기시간 : 3:12,삼성,롯데,,,,,,,,,
0,4구,우안, , ,삼진, , ,중비, ,3,1,0,1,0.264,정수성,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산,투희번,,,,,,,,
1,좌중안,삼진, , ,투땅, , , , ,3,1,1,1,0.319,전준호,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
2, , , , , , , ,우비, ,2,0,0,0,0.238,조재호,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산,중비,,,,,,,,
3,4구, ,유땅, ,삼진, , ,좌안, ,3,1,0,0,0.270,이숭용,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
4, , , , , , , , , ,0,0,0,0,0.236,황재균,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
5, , , , , , , , , ,0,0,0,0,0.000,김수경,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
6, , , , , , , , , ,0,0,0,0,0.000,박준수,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
7, , , , , , , , , ,0,0,0,0,0.000,송신영,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
8, , , , , , , , , ,0,0,0,0,0.000,다카쓰,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
9, , , , , , , , , ,0,0,0,1,0.317,이택근,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산,고4,,,,,,,,
10, , , , , , , , , ,0,0,0,0,0.000,황두성,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
11, , , , , , , , , ,0,0,0,0,0.000,조용훈,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
12,2유병, ,우비, , ,2직, ,1땅, ,5,1,1,1,0.288,조중근,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산,좌안,,,,,,,,
13,중2, ,3땅, , ,우비, , ,중안,5,3,2,0,0.269,정성훈,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산,좌2,,,,,,,,
14,좌비, , ,삼진, ,3땅, , ,투땅,5,0,0,0,0.257,강정호,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산,유직,,,,,,,,
15, ,삼진, ,중안, , ,우비, ,삼진,4,1,0,0,0.281,송지만,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
16, , , , , , , , , ,0,0,0,0,0.190,오윤,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
17, ,중비, ,유실, , ,좌안, , ,3,1,0,0,0.250,강귀태,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
18, , , , , , , , , ,0,0,0,0,0.000,장민석,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
19, , , , , , , , ,2비,1,0,0,0,0.238,김동수,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
20, ,중안, ,유2병, , , , , ,2,1,0,0,0.268,김일경,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
21, , , , , , ,유땅, , ,1,0,0,0,0.262,강병식,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
22, , , , , , , , , ,0,0,0,0,0.222,권도영,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산,4구,,,,,,,,
23, , , , , , , , , ,0,0,0,1,0.000,김민우,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,우리,두산, ,,,,,,,,
0,중안, ,우안, ,투직, ,중안, ,삼진,5,3,1,0,0.311,이종욱,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리, ,,,,,,,,
1,삼진, ,유땅, ,3땅, ,삼진, ,4구,4,0,0,0,0.269,고영민,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리, ,,,,,,,,
2,2땅, ,중비, ,중비, , ,우중2, ,4,1,0,0,0.355,김현수,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리, ,,,,,,,,
3, , , , , , , , ,4구,0,0,0,0,0.194,민병헌,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리, ,,,,,,,,
4,삼진, ,유땅, , ,4구, ,3땅,우비,4,0,0,0,0.310,김동주,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리, ,,,,,,,,
5, ,3땅, ,우비, ,3안, ,4구, ,3,1,0,0,0.341,홍성흔,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리, ,,,,,,,,
6, , , , , , , , , ,1,0,0,0,0.239,오재원,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리,삼진,,,,,,,,
7, ,3땅, ,4구, ,삼진, , , ,2,0,0,0,0.227,최준석,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리, ,,,,,,,,
8, , , , , , , ,3땅, ,2,1,0,0,0.228,정원석,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리,우중안,,,,,,,,
9, ,좌비, ,포파, , , , , ,2,0,0,0,0.280,유재웅,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리, ,,,,,,,,
10, , , , , ,삼진, , , ,1,0,0,0,0.260,이대수,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리, ,,,,,,,,
11, , , , , , , , , ,0,0,0,0,0.215,전상렬,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리, ,,,,,,,,
12, , , , , , , ,우비, ,1,0,0,0,0.208,이성열,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리,4구,,,,,,,,
13, , ,유중안,좌2, ,유땅, , ,삼진,5,2,0,1,0.222,최승환,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리,32병,,,,,,,,
14, , ,좌안,삼진, , ,중비, ,3실,4,1,0,1,0.255,김재호,구장 : 잠실,"관중 : 3,777",2008.09.25(목),개시 : 18:30,경기시간 : 3:40,두산,우리, ,,,,,,,,
0,3번, ,투땅, ,4구, ,유땅, ,2땅,4,0,0,0,0.265,이대형,구장 : 문학,"관중 : 1,878",2008.09.25(목),개시 : 18:31,경기시간 : 2:58,LG,SK,,,,,,,,,
1,삼진, ,투땅, ,유땅, , ,1번, ,4,0,0,0,0.212,박용근,구장 : 문학,"관중 : 1,878",2008.09.25(목),개시 : 18:31,경기시간 : 2:58,LG,SK,,,,,,,,,
2,좌비, , ,중안, ,좌비, , , ,3,1,0,0,0.297,안치용,구장 : 문학,"관중 : 1,878",2008.09.25(목),개시 : 18:31,경기시간 : 2:58,LG,SK,,,,,,,,,
3, , , , , , , ,투직, ,1,0,0,0,0.263,손인호,구장 : 문학,"관중 : 1,878",2008.09.25(목),개시 : 18:31,경기시간 : 2:58,LG,SK,,,,,,,,,
4, ,유땅, ,삼진, ,삼진, ,우비, ,4,0,0,0,0.263,최동수,구장 : 문학,"관중 : 1,878",2008.09.25(목),개시 : 18:31,경기시간 : 2:58,LG,SK,,,,,,,,,
5, ,삼진, ,좌안, ,좌안, , ,우비,4,2,0,1,0.266,이병규,구장 : 문학,"관중 : 1,878",2008.09.25(목),개시 : 18:31,경기시간 : 2:58,LG,SK,,,,,,,,,
6, ,중안, ,3땅, ,우홈, , ,좌홈,4,3,3,2,0.280,서동욱,구장 : 문학,"관중 : 1,878",2008.09.25(목),개시 : 18:31,경기시간 : 2:58,LG,SK,,,,,,,,,
