,0,1,2,3,4,5,6,7,8,9,10,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,11
2,2땅, , ,삼진,유비, , ,4구, ,,,3,0,0,1,0.261,구자욱,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,삼성,KT,
3,좌중홈, , ,삼진, ,우비, ,4구, ,,,3,1,2,1,0.136,러프,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,삼성,KT,
4, , , , , , , , , ,,,0,0,0,0,0.000,우동균,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,삼성,KT,
5,1땅, , ,중안, ,1땅, ,2유병, ,,,4,1,0,0,0.261,이승엽,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,삼성,KT,
6, ,3땅, ,3땅, ,유땅, , ,2땅,,,4,0,0,0,0.200,이원석,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,삼성,KT,
7, ,4구, , ,투땅, ,3땅, ,삼진,,,3,0,0,0,0.250,이지영,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,삼성,KT,
8, ,삼진, , ,삼진, , , , ,,,2,0,0,0,0.214,백상원,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,삼성,KT,
9, , , , , , ,삼진, ,좌안,,,2,1,0,0,0.286,조동찬,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,삼성,KT,
10, , ,3땅, ,중안, ,중안, ,3파,,,4,2,0,0,0.300,김헌곤,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,삼성,KT,
0,좌비, ,포안, ,3땅, , , , ,,,3,1,0,0,0.222,이대형,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
1, , , , , , , ,삼진, ,,,1,0,0,0,0.000,홍현빈,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
2,4구, ,2유병, , ,삼진, ,삼진, ,,,3,0,0,1,0.000,전민수,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
3,좌안, ,좌직, , ,우비, ,중안, ,,,4,2,0,1,0.227,유한준,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
4,1땅, , ,좌비, ,좌비, ,2땅, ,,,4,0,0,0,0.167,모넬,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
5,좌안, , ,삼진, , ,좌안, ,4구,,,3,2,2,1,0.273,박경수,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
6,1땅, , ,좌비, , ,포희번, ,3희번,,,2,0,0,0,0.214,이진영,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
7, ,삼진, , ,1땅, ,4구, ,우안,,,3,1,0,0,0.211,박기혁,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
8, ,3땅, , ,삼진, , , , ,,,2,0,0,0,0.000,이해창,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
9, , , , , , ,좌비, , ,,,1,0,0,0,0.133,하준호,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
10, , , , , , , , ,4구,,,0,0,0,0,0.429,장성우,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
11, ,투땅, , ,중안, ,삼진, , ,,,3,1,0,0,0.227,심우준,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
12, , , , , , , , ,우희비,,,0,0,1,0,0.667,오정복,구장 : 수원,"관중 : 5,147",2017.04.07(금),개시 : 18:30,경기시간 : 2:57,KT,삼성,
0,2땅, ,유땅, , ,투땅, ,좌안,중비,,,5,1,0,1,0.321,장민석,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
1,3파, ,2땅, , ,중안, ,중3,좌비,,,5,2,1,1,0.250,하주석,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
2,유땅, , ,중안, ,좌안, ,유실, ,,,4,2,1,0,0.438,송광민,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
3, ,우비, ,2직, ,4구, ,3직, ,,,3,0,0,0,0.250,김태균,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
4, ,유땅, ,우비, ,2유병, ,중비, ,,,4,0,0,0,0.200,로사리오,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
5, ,중안, ,중비, , ,좌2,우안, ,,,4,3,0,0,0.500,이양기,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
6, , , , , , , , , ,,,0,0,0,0,0.000,이동훈,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
7, ,우안, , ,삼진, ,3땅,좌비, ,,,4,1,0,0,0.167,최진행,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
8, ,유땅, , ,중비, ,3땅, ,우중2,,,4,1,0,0,0.091,정근우,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
9, , ,2비, ,삼진, , , , ,,,2,0,0,0,0.125,조인성,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
10, , , , , , ,삼진, , ,,,1,0,0,0,0.188,강경학,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
11, , , , , , , , ,투땅,,,1,0,0,0,0.000,차일목,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,한화,KIA,
0,중비, ,유땅, ,중비, , ,1안, ,,,4,1,0,0,0.208,버나디나,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,KIA,한화,
1,중비, , ,중안,좌안, , ,투희번, ,,,3,2,1,1,0.400,김선빈,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,KIA,한화,
2,중비, , ,우비, ,우비, ,유땅, ,,,4,0,0,0,0.174,김주찬,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,KIA,한화,
3, ,유비, ,중희비, ,3땅, ,고4, ,,,2,0,1,0,0.333,최형우,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,KIA,한화,
4, ,삼진, ,유땅, ,사구, ,3땅, ,,,3,0,0,0,0.412,나지완,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,KIA,한화,
5, ,투땅, , ,1안,2땅, , , ,,,3,1,0,1,0.227,서동욱,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,KIA,한화,
6, , ,중2, ,좌2, ,중비, , ,,,3,2,0,1,0.667,안치홍,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,KIA,한화,
7, , ,삼진, ,중안, ,유땅, , ,,,3,1,2,1,0.261,김주형,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,KIA,한화,
8, , ,2땅, ,투희번, ,삼진, , ,,,2,0,0,0,0.222,한승택,구장 : 광주,"관중 : 8,296",2017.04.07(금),개시 : 18:30,경기시간 : 2:33,KIA,한화,
0,좌안,유안, ,우안, , ,1땅/ 유안, ,삼진,,,6,4,0,2,0.381,고종욱,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,넥센,두산,
1,4구,우홈, ,유병, , ,좌안/ 1땅, ,우홈,,,5,3,5,4,0.318,이정후,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,넥센,두산,
2,우중2,좌비, , ,유땅, ,중안,1땅,2땅,,,6,2,2,2,0.250,서건창,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,넥센,두산,
3,중안,좌안, , ,좌안, ,우안,좌안,2땅,,,6,5,2,1,0.433,윤석민,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,넥센,두산,
4,우안,좌비, , ,우비, ,우2,삼진, ,,,5,2,0,1,0.308,채태인,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,넥센,두산,
5,삼진, ,2비, ,우비, ,중안,중안, ,,,5,2,2,1,0.308,김민성,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,넥센,두산,
6,2비, ,3땅, , ,삼진,4구,중비, ,,,4,0,0,0,0.167,이택근,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,넥센,두산,
7,유비, ,2땅, , ,우비,삼진, ,좌2,,,5,1,0,1,0.208,김하성,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,넥센,두산,
8, ,유비, ,삼진, ,우비,좌안, ,사구,,,4,1,1,1,0.095,박동원,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,넥센,두산,
0,좌중2,우안,투땅, , ,3실, ,4구,유땅,,,5,2,1,2,0.290,민병헌,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
1,우비,1땅, ,유땅, ,삼진, ,중직, ,,,5,0,0,1,0.000,김인태,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
2,3직,좌안, ,3땅, ,우비, , ,1파,,,5,1,2,1,0.296,에반스,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
3,좌안,우2, ,좌비, , ,3땅, ,우안,,,5,3,3,1,0.310,김재환,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
4,삼진,2땅, , ,중안, ,3땅, , ,,,4,1,0,0,0.115,박건우,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
5, , , , , , , , ,우안,,,1,1,0,1,0.333,국해성,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
6, ,삼진,1땅, ,중비, ,2땅, ,4구,,,4,0,0,0,0.192,오재원,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
7, ,중안,삼진, ,삼진, , , , ,,,3,1,0,1,0.278,허경민,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
8, , , , , , , ,우안,유땅,,,2,1,1,1,0.286,최주환,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
9, ,4구,중안, ,우비, , , , ,,,2,1,0,1,0.600,최재훈,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
10, , , , , , , ,삼진, ,,,1,0,0,0,0.500,박세혁,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
11, , , , , , , , ,중안,,,1,1,1,0,0.143,오재일,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
12, ,우안,우중2, , ,3땅, ,좌중안,좌2,,,5,4,2,1,0.280,김재호,구장 : 잠실,"관중 : 15,278",2017.04.08(토),개시 : 17:01,경기시간 : 3:54,두산,넥센,
0,좌비, ,좌비, ,삼진, , ,3땅, ,,,4,0,0,0,0.250,박민우,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
1,삼진, , ,좌2,2땅, , ,우비, ,,,4,1,0,1,0.136,김성욱,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
2,유땅, , ,우비, ,삼진, ,우안, ,,,4,1,0,0,0.250,나성범,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
3, , , , , , , , , ,,,0,0,0,0,0.300,김준완,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
4, ,3직, ,4구, ,3땅, ,4구, ,,,2,0,0,1,0.350,스크럭스,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
5, , , , , , , , , ,,,0,0,0,0,0.000,윤수호,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
6, ,유직, ,좌안, ,삼진, , , ,,,3,1,1,0,0.143,박석민,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
7, , , , , , , ,삼진, ,,,1,0,0,0,0.125,모창민,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
8, ,4구, ,4구, , ,2비, ,3땅,,,2,0,0,0,0.429,권희동,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
9, ,삼진, ,2땅, , ,삼진, , ,,,3,0,1,0,0.095,지석훈,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
10, , , , , , , , ,삼진,,,1,0,0,0,0.250,조평호,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
11, , , , , , , , , ,,,0,0,0,0,0.389,손시헌,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
12, , ,3땅,삼진, , ,좌안, ,삼진,,,4,1,0,0,0.143,이상호,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
13, , ,우파, ,2직, ,우비, , ,,,3,0,0,0,0.000,박광열,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,NC,SK,
0,유땅, ,4구,삼진, ,삼진, ,중비, ,,,4,0,0,1,0.250,김강민,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
1, , , , , , , , , ,,,0,0,0,0,0.167,정진기,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
2,유땅, ,4구, ,1땅, ,좌안,삼진, ,,,4,1,0,2,0.182,노수광,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
3,좌홈, ,좌홈, ,우비, ,좌홈,좌홈, ,,,5,4,6,4,0.280,최정,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
4, , , , , , , , , ,,,0,0,0,0,0.167,나주환,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
5,삼진, ,2비, ,중홈, ,삼진, , ,,,4,1,1,1,0.231,김동엽,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
6, , , , , , , ,2비, ,,,1,0,0,0,0.091,정의윤,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
7, ,1땅,2땅, ,1땅, ,중홈, , ,,,4,1,1,1,0.353,한동민,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
8, ,중안,3실, , ,스낫,유땅, , ,,,4,1,0,0,0.208,이재원,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
9, , , , , , , , , ,,,0,0,0,0,0.250,이홍구,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
10, ,삼진,중비, , ,중안,우안, , ,,,4,2,0,0,0.188,박정권,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
11, ,중안, ,2땅, ,우안,우안, , ,,,4,3,0,0,0.286,김성현,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
12, , , , , , , , , ,,,0,0,0,0,0.000,이대수,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
13, ,삼진, ,스낫, ,1포병,삼진, , ,,,4,0,0,0,0.238,박승욱,구장 : 문학,"관중 : 9,279",2017.04.08(토),개시 : 16:59,경기시간 : 3:10,SK,NC,
0,4구, ,중비, ,3땅, ,좌중홈,삼진, ,,,4,1,2,2,0.320,이형종,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
1,유땅, ,삼진, ,우안, ,투안, ,삼진,,,5,2,0,0,0.462,오지환,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
2,삼진, ,유땅, ,삼진, ,1땅, ,우안,,,5,1,0,0,0.233,박용택,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
3, , , , , , , , , ,,,0,0,0,1,0.214,김용의,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
4,중안, , ,1비, ,좌비,32병, ,중2,,,5,2,2,0,0.231,히메네스,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
5,좌안, , ,삼진, ,유땅, ,유땅,우비,,,5,1,0,0,0.280,채은성,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
6,3땅, , ,4구, ,우안, ,좌2, ,,,3,2,0,0,0.438,정성훈,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
7, , , , , , , , , ,,,0,0,0,1,0.000,문선재,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
8, , , , , , , , ,3땅,,,1,0,0,0,0.000,양석환,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
9, ,좌안, ,2땅, ,좌안, ,삼진, ,,,4,2,0,0,0.417,임훈,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
10, ,투땅, , ,좌2,1땅, , , ,,,3,1,0,0,0.125,유강남,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
11, , , , , , , ,고4, ,,,0,0,0,1,0.167,서상우,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
12, , , , , , , , , ,,,0,0,0,0,0.000,정상호,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
13, ,2땅, , ,좌비, ,좌중안,우중3, ,,,4,2,2,1,0.467,최재원,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,LG,롯데,
0,삼진, ,유땅, ,유비, ,유땅, ,투희번,,,4,0,0,0,0.355,전준우,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
1,중안, ,1땅, ,2안, ,중비, ,좌안,,,5,3,1,1,0.250,손아섭,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
2,중안, ,좌중홈, ,유2병, , ,좌홈,우비,,,5,3,2,2,0.310,번즈,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
3,좌비, ,좌안, , ,중안, ,우중2, ,,,4,3,0,1,0.458,이대호,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
4, , , , , , , , ,좌홈,,,1,1,2,1,0.250,오승택,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
5,4구, ,우홈, , ,삼진, ,1직, ,,,3,1,2,1,0.350,최준석,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
6,유땅, ,3파, , ,삼진, , , ,,,3,0,0,0,0.190,문규현,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
7, , , , , , , ,4구, ,,,0,0,0,0,0.400,김대우,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
8, ,중안, ,1땅, ,고4, ,중안, ,,,3,2,0,0,0.667,이우민,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
9, ,포파, ,2땅, ,좌비, , , ,,,3,0,0,0,0.000,김사훈,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
10, , , , , , , , , ,,,0,0,0,0,0.154,김문호,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
11, , , , , , , , , ,,,0,0,0,0,0.000,강동관,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
12, , , , , , , , ,중안,,,1,1,0,1,0.500,정훈,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
13, ,삼진, ,2비, , ,3땅, ,좌중2,,,4,1,1,1,0.208,신본기,구장 : 사직,"관중 : 22,607",2017.04.08(토),개시 : 17:00,경기시간 : 3:43,롯데,LG,
0,삼진, ,2안, ,4구, ,2땅, , ,,,3,1,0,0,0.269,박해민,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
1,좌비, ,우안, ,3땅, , ,우안, ,,,4,2,0,0,0.333,김헌곤,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
2,4구, ,중비, , ,유땅, ,우비, ,,,3,0,0,0,0.231,구자욱,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
3,4구, ,유2병, , ,유땅, ,삼진, ,,,3,0,0,0,0.120,러프,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
4,유땅, , ,1땅, ,1땅, ,우비, ,,,4,0,0,0,0.222,이승엽,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
5, ,우비, ,좌안, , ,중안, ,2안,,,4,3,0,0,0.333,이지영,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
6, ,우비, ,삼진, , ,투희번, ,3땅,,,3,0,0,0,0.174,이원석,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
7, ,좌직, , ,유땅, ,좌비, ,삼진,,,4,0,0,0,0.360,강한울,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
8, , ,좌안, ,우비, , , , ,,,2,1,0,0,0.333,조동찬,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
9, , , , , , ,4구, , ,,,0,0,0,0,0.200,배영섭,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
10, , , , , , , , , ,,,0,0,0,0,0.000,정병곤,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
11, , , , , , , , ,중비,,,1,0,0,0,0.200,백상원,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,삼성,KT,
0,중안, ,2땅, ,삼진, , ,투땅, ,,,4,1,0,1,0.227,이대형,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,KT,삼성,
1,1땅, ,1땅, , ,좌비, , , ,,,3,0,0,0,0.000,전민수,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,KT,삼성,
2,유실, ,삼진, , ,3땅, , , ,,,3,0,0,0,0.200,유한준,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,KT,삼성,
3,4구, , ,3비, ,삼진, , , ,,,2,0,0,0,0.150,모넬,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,KT,삼성,
4,중안, , ,1파, , ,2비, , ,,,3,1,0,0,0.280,박경수,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,KT,삼성,
5,중비, , ,중비, , ,삼진, , ,,,3,0,0,0,0.176,이진영,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,KT,삼성,
6, ,삼진, , ,우중안, ,3땅, , ,,,3,1,0,0,0.227,박기혁,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,KT,삼성,
7, ,1파, , ,투희번, , ,유땅, ,,,2,0,0,0,0.000,이해창,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,KT,삼성,
8, ,우비, , ,우비, , ,우비, ,,,3,0,0,0,0.000,김연훈,구장 : 수원,"관중 : 11,031",2017.04.08(토),개시 : 17:00,경기시간 : 2:34,KT,삼성,
0,삼진, ,우중3, ,우안, ,유땅, ,좌안,,,5,3,0,1,0.320,하주석,구장 : 광주,"관중 : 19,853",2017.04.08(토),개시 : 17:00,경기시간 : 3:34,한화,KIA,
1,3땅, ,투안, ,3안, ,4구, ,투유안,,,4,3,0,2,0.375,장민석,구장 : 광주,"관중 : 19,853",2017.04.08(토),개시 : 17:00,경기시간 : 3:34,한화,KIA,
2,삼진, ,3병, ,유땅, ,삼진, ,삼진,,,5,0,0,0,0.333,송광민,구장 : 광주,"관중 : 19,853",2017.04.08(토),개시 : 17:00,경기시간 : 3:34,한화,KIA,
