,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13
8, , , , , , , , , ,0,0,0,0,0.333,오세학,구장 : 잠실,"관중 : 12,845",2001.09.25(화),개시 : 18:31,경기시간 : 2:35,두산,KIA,,,,,
9, ,우안, , ,1비, , ,1땅, ,3,1,0,0,0.231,문희성,구장 : 잠실,"관중 : 12,845",2001.09.25(화),개시 : 18:31,경기시간 : 2:35,두산,KIA,,,,,
10, ,삼진, , ,2땅, , , , ,2,0,0,0,0.000,김성균,구장 : 잠실,"관중 : 12,845",2001.09.25(화),개시 : 18:31,경기시간 : 2:35,두산,KIA,,,,,
11, , , , , , , ,3땅, ,1,0,0,0,0.200,강규철,구장 : 잠실,"관중 : 12,845",2001.09.25(화),개시 : 18:31,경기시간 : 2:35,두산,KIA,,,,,
12, , ,삼진, ,투땅, , ,우안, ,3,1,0,0,0.208,김호,구장 : 잠실,"관중 : 12,845",2001.09.25(화),개시 : 18:31,경기시간 : 2:35,두산,KIA,,,,,
0,우비,삼진, , ,삼진, ,우비, ,중안,5,1,0,0,0.288,김종훈,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
1,4구, ,좌중2, ,중안, ,유땅, ,2땅,4,2,0,0,0.260,강동우,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
2,중비, ,우안, ,1땅, ,2땅, ,중비,5,1,0,0,0.282,박한이,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
3,유땅, ,중비, , ,우중홈, ,삼진, ,4,1,1,1,0.316,마해영,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
4, ,우비,3땅, , ,좌중안, ,3안, ,4,2,0,1,0.279,마르티네,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
5, ,중안, ,중비, , , , , ,2,1,0,1,0.255,정경배,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
6, , , , , ,우안, , , ,1,1,0,0,0.287,바에르가,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
7, , , , , , , ,좌안, ,1,1,0,0,0.200,김태균,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
8, ,좌2, ,삼진, ,2유병, ,삼진, ,4,1,1,0,0.261,김승권,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
9, ,삼진, ,1땅, ,좌안, , , ,3,1,0,0,0.276,김동수,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
10, , , , , , , ,삼진, ,1,0,0,0,0.000,황성관,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
11, , , , , , , , , ,0,0,0,0,0.111,장성국,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
12, ,4구, , ,2땅,유직, , ,중비,3,0,0,0,0.256,김재걸,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,삼성,롯데,,,,,
0,2땅,4구, ,우비, , ,32병, , ,3,0,0,0,0.318,김주찬,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
1, , , , , , , , , ,0,0,0,0,0.125,이우민,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
2,4구,우비, , ,우2, ,2땅, , ,3,1,0,0,0.241,이계성,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
3,삼진, ,중비, ,투희번, , ,유땅, ,3,0,0,0,0.294,박현승,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
4,중비, ,4구, ,유비, , ,우비, ,3,0,0,0,0.268,얀,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
5, ,우2,우비, ,1땅, , ,삼진, ,4,1,0,1,0.279,김응국,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
6, ,우안,1파, , ,포파, , , ,3,1,0,0,0.303,김민재,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
7, , , , , , , , ,좌중안,1,1,0,0,0.600,이대호,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
8, , , , , , , , , ,0,0,0,0,0.200,조성환,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
9, ,중희비, ,우비, ,우비, , ,유비,3,0,1,0,0.269,임재철,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
10, ,좌안, ,1안, ,유땅, , , ,3,2,0,0,0.300,최기문,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
11, , , , , , , , ,2비,1,0,0,0,0.182,박경진,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
12, ,1땅, , , , , , , ,1,0,0,0,0.283,김대익,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
13, , , ,투땅, , , , , ,1,0,0,0,0.264,허문회,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
14, , , , , , , , , ,0,0,0,0,0.333,박종일,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
15, , , , , , ,4구, ,중비,1,0,0,0,0.249,박정태,구장 : 사직,"관중 : 8,474",2001.09.25(화),개시 : 18:30,경기시간 : 3:06,롯데,삼성,,,,,
0,삼진, ,투번, ,중비, , , , ,3,0,0,0,0.280,김수연,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
1, , , , , , ,4구, , ,0,0,0,0,0.233,임주택,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
2, , , , , , , , , ,0,0,0,0,0.197,이범호,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
3, , , , , , , , , ,0,0,0,0,0.250,강인권,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
4, , , , , , , , ,좌2,1,1,0,0,0.262,강석천,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
5,1땅, ,삼진, , ,포땅,2땅, , ,4,0,1,0,0.316,김종석,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
6, , , , , , , , ,삼진,1,0,0,0,0.343,신경현,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
7,우비, , ,삼진, ,중비,사구, , ,3,0,0,0,0.278,송지만,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
8, ,좌홈, ,1땅, ,중안,삼진, , ,4,2,1,1,0.334,데이비스,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
9, ,삼진, ,삼진, ,중안, ,유땅, ,4,1,0,0,0.330,김태균,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
10, ,좌비, , ,4구,1땅, , , ,2,0,0,0,0.285,이영우,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
11, , , , , , , ,삼진, ,1,0,0,0,0.234,신국환,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
12, ,삼진, , ,1희번, ,좌안, , ,2,1,0,0,0.262,조경택,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
13, , , , , , , ,삼진, ,1,0,0,1,0.270,장종훈,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
14, , ,좌안, ,3땅, ,좌안, ,우비,4,2,0,0,0.262,백재호,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
15, , ,3희번, ,4구, ,투비, ,우비,2,0,0,0,0.234,허준,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,한화,SK,,,,,
0,중안, ,우안, ,유땅, , ,좌안, ,4,3,0,1,0.284,이진영,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
1,투희번, ,1땅, , ,삼진, ,투땅, ,3,0,0,0,0.278,윤재국,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
2,중안, ,2비, , ,4구, , , ,2,1,1,1,0.249,양현석,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
3, , , , , , , ,삼진, ,1,0,0,0,0.242,조원우,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
4,좌비, , ,삼진, ,좌안, ,고4, ,3,1,0,0,0.324,브리또,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
5,좌홈, , ,1파, ,3직, ,2비, ,4,1,2,1,0.256,안재만,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
6,1파, , ,유땅, ,2땅, , , ,3,0,0,0,0.255,채종범,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
7, ,유땅, , ,중안, ,3땅, , ,3,1,0,0,0.234,양용모,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
8, , , , , , , , , ,0,0,0,0,0.160,강성우,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
9, ,삼진, , ,사구, , , , ,1,0,0,0,0.241,최태원,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
10, , , , , , ,삼진, , ,1,0,0,0,0.250,박계원,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
11, ,삼진, , ,삼진, ,삼진, , ,3,0,0,0,0.186,송재익,구장 : 인천,"관중 : 2,142",2001.09.26(수),개시 : 18:31,경기시간 : 3:33,SK,한화,,,,,
0,1땅, ,1땅, ,좌비, ,좌안, ,4구,4,1,2,1,0.311,이병규,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
1,좌홈, ,좌안, ,4구, ,3땅, ,좌2,4,3,2,2,0.285,유지현,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
2,2땅, ,좌비, ,2땅, ,1땅, ,삼진,5,0,0,0,0.263,심성보,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
3,2땅, , ,3비, ,우중2, ,우홈,4구,4,2,1,3,0.354,양준혁,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
4, ,투땅, ,1땅, ,1땅, ,2땅, ,4,0,0,0,0.286,서용빈,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
5, , , , , , , , ,4구,0,0,0,1,0.294,최동수,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
6, ,2땅, ,4구, ,우희비, ,중안,4구,2,1,2,1,0.230,이종열,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
7, ,우비, ,2비, ,삼진, ,1파, ,4,0,0,0,0.249,손지환,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
8, , , , , , , , ,좌중2,1,1,3,1,0.246,권용관,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
9, , ,유땅, ,좌안, ,중2, , ,3,2,0,0,0.259,김정민,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
10, , , , , , , , , ,0,0,0,1,0.180,최만호,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
11, , , , , , , ,2직,좌안,2,1,1,0,0.194,장재중,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
12, , ,좌중3, ,1희번, ,2땅, ,3비/ 3직,4,1,0,1,0.167,김재학,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,LG,삼성,,,,,
0,3땅,삼진, ,삼진, , , , , ,3,0,0,0,0.257,강동우,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
1, , , , , , ,2비, , ,1,0,0,0,0.284,바에르가,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
2, , , , , , , , ,유비,1,0,0,0,0.000,황성관,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
3,사구, ,우안, ,우중안, ,3땅, ,2직,4,2,0,2,0.291,김종훈,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
4,삼진, ,투땅, ,삼진, ,우2, ,삼진,5,1,0,0,0.281,박한이,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
5,좌중홈, ,3땅, ,좌홈, ,고4, , ,3,2,4,2,0.319,마해영,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
6,좌2, ,고4, ,삼진, ,삼진, , ,3,1,0,0,0.279,마르티네,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
7,유비, ,1땅, ,3땅, , ,2땅, ,4,0,0,0,0.251,정경배,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
8, ,삼진, ,2비, ,삼진, ,1파, ,4,0,0,0,0.252,김승권,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
9, ,삼진, ,4구, , , , , ,1,0,0,0,0.275,김동수,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
10, , , , , ,3땅, ,좌중2, ,2,1,0,0,0.182,장성국,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
11, ,우안, ,삼진, ,삼진, , , ,3,1,0,0,0.204,김태균,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
12, , , , , , , ,2땅, ,1,0,0,0,0.233,장영균,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
13, , , , , , , , , ,0,0,0,0,0.256,김재걸,구장 : 시민,"관중 : 2,221",2001.09.26(수),개시 : 18:30,경기시간 : 3:03,삼성,LG,,,,,
0,우중안, ,중비, ,삼진, , , , ,3,1,0,0,0.322,전준호,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
1, , , , , , ,중안, ,삼진,2,1,0,0,0.273,정수성,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
2,2비, ,좌안, ,우2, , , , ,3,2,0,1,0.242,박종호,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
3, , , , , , ,투2병, , ,1,0,0,0,0.111,김일경,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
4, , , , , , , , ,우안,1,1,0,0,0.323,장정석,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
5,3땅, ,삼진, ,중안, ,삼진, ,좌안,5,2,2,0,0.279,박재홍,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
6,1비, , ,우안,2직, , , , ,3,1,0,1,0.300,이숭용,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
7, , , , , , , ,우비,2비,2,0,0,0,0.211,김인호,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
8, ,중비, ,좌홈, ,삼진, ,좌2, ,4,2,2,2,0.293,심정수,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
9, ,삼진, ,포파, ,4구, , , ,2,0,0,0,0.264,전근표,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
10, , , , , , , ,중안, ,1,1,1,0,0.238,이명수,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
11, ,4구, ,삼진, ,중비, , , ,2,0,0,0,0.233,이재주,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
12, , , , , , , ,투2병, ,1,0,0,0,0.100,장광호,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
13, ,삼진, ,1파, ,우안, , ,좌안,4,2,0,1,0.238,퀸란,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
14, , ,삼진, ,3파,삼진, , , ,3,0,0,0,0.207,채종국,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
15, , , , , , , , ,삼진,1,0,0,0,0.220,정현택,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,현대,두산,,,,,
0,포비, ,우3/ 1직, ,우안, , , , ,4,2,2,2,0.309,정수근,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
1, , , , , , ,2땅, , ,1,0,0,0,0.194,김원섭,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
2,좌비, ,우안,중비,중안, ,우비, , ,5,2,3,1,0.287,장원진,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
3,4구, ,4구,좌2,좌비, , ,4구, ,2,1,0,1,0.316,김동주,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
4, , , , , , , , , ,0,0,0,0,0.000,김성균,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
5,3파, ,사구,4구, ,4구, ,좌비, ,2,0,0,2,0.342,심재학,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
6, , , , , , , , , ,0,0,0,0,0.228,강봉규,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
7, ,유땅,좌홈,2유병, ,우안, ,유실, ,5,2,5,1,0.281,안경현,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
8, ,삼진,우안, ,우안,1땅, ,1땅, ,5,2,0,1,0.250,송원국,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
9, ,중2,중비, ,좌비,삼진, , , ,4,1,0,0,0.266,홍성흔,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
10, , , , , , , ,좌비, ,1,0,0,0,0.250,오세학,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
11, ,1비,중안, ,2땅,삼진, , , ,4,1,0,0,0.251,전상렬,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
12, , ,좌안/ 유땅, ,4구, ,우비, , ,3,1,0,2,0.216,김호,구장 : 잠실,"관중 : 2,809",2001.09.26(수),개시 : 18:30,경기시간 : 2:57,두산,현대,,,,,
0,좌비, ,좌비, ,유땅,중홈, ,4구,3땅,5,1,1,2,0.310,이병규,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
1,삼진, ,3땅, ,4구,4구, , , ,2,0,0,0,0.284,유지현,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
2, , , , , , , ,투희번, ,0,0,0,0,0.246,권용관,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
3,2땅, , ,중안,삼진, , , , ,3,1,0,1,0.326,김재현,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
4, , , , , ,좌안, ,4구, ,1,1,0,1,0.196,최만호,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
5, ,좌비, ,우2,좌비,2땅, ,좌중2, ,5,2,3,2,0.354,양준혁,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
6, ,3안, ,중안, ,1실,3안, , ,4,3,1,1,0.272,심성보,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
7, , , , , , , ,좌비, ,1,0,0,0,0.292,최동수,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
8, , , , , , , , , ,0,0,0,0,0.167,김재학,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
9, ,1땅, ,2땅, ,좌중안,3희번,우안, ,4,2,2,1,0.289,서용빈,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
10, ,우비, ,좌비, ,우안,3직,좌비, ,5,1,1,0,0.229,이종열,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
11, , ,2땅,좌비, ,중안,유땅, ,3파,5,1,1,1,0.194,장재중,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
12, , ,중2, ,중2,중희비, ,좌안,삼진,4,3,1,1,0.238,안상준,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,LG,삼성,,,,,
0,4구, ,우안, ,4구, ,유땅, ,유땅,3,1,0,1,0.292,김종훈,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
1,유땅, ,2땅, ,좌안, ,삼진, , ,4,1,0,0,0.280,박한이,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
2, , , , , , , , , ,0,0,0,0,0.000,황성관,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
3,유땅, ,유2병, ,32병, , , , ,3,0,0,0,0.277,바에르가,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
4, , , , , , ,3땅, , ,1,0,0,0,0.202,김태균,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
5,우중안, , ,2비, ,중안, ,좌안, ,4,3,1,1,0.322,마해영,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
6,유땅, , ,우중안, , , , , ,2,1,0,0,0.277,김동수,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
7, , , , , ,투안, ,우비, ,2,1,0,1,0.231,장성국,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
8, , , , , , , , , ,0,0,0,0,0.000,조상수,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
9, ,1땅, ,삼진, ,유땅, ,삼진, ,4,0,0,0,0.247,정경배,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
10, ,삼진, ,좌안, ,좌안, ,삼진, ,4,2,1,0,0.260,김승권,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
11, ,중안, ,2땅, ,우중안, , ,좌비,4,2,1,0,0.264,김재걸,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
12, ,유땅, , ,우비, , , , ,2,0,0,0,0.256,강동우,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
