,0,1,2,3,4,5,6,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,7,8,9,10,11
5, ,삼진, , ,중비, , ,3,0,0,0,0.288,김태완,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,한화,삼성,삼진, ,,,
6, , ,중안, ,중비, , ,3,1,0,0,0.272,최진행,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,한화,삼성,삼진, ,,,
7, , ,삼진, , ,3땅, ,2,0,0,0,0.240,정범모,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,한화,삼성, , ,,,
8, , , , , , , ,1,0,0,0,0.237,조인성,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,한화,삼성,2비, ,,,
9, , ,1번, , , , ,1,0,0,0,0.255,강경학,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,한화,삼성, , ,,,
10, , , , , ,우안, ,1,1,0,0,0.286,한상훈,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,한화,삼성, , ,,,
11, , , , , , , ,1,0,0,0,0.305,이학준,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,한화,삼성, ,삼진,,,
0,좌중안, ,우비, ,중안,삼진, ,5,2,0,1,0.321,나바로,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화,중비, ,,,
1,좌중2, ,유땅, ,우2, ,유비,4,2,1,0,0.327,박한이,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화, , ,,,
2,2땅, , ,좌중안,유땅, ,1땅,4,1,0,0,0.320,채태인,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화, , ,,,
3,우2, , ,1땅, ,삼진,우안,4,2,0,0,0.361,최형우,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화, , ,,,
4, , , , , , , ,0,0,0,0,0.000,박찬도,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화, , ,,,
5,좌비, , ,삼진, ,좌2,유비,4,1,0,1,0.315,박석민,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화, , ,,,
6, ,1땅, ,1땅, ,2안, ,4,1,0,0,0.305,이승엽,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화,3실, ,,,
7, , , , , , , ,0,0,0,1,0.265,김헌곤,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화, , ,,,
8, ,3땅, , ,유비,유땅, ,3,0,1,0,0.305,박해민,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화,3희번, ,,,
9, ,삼진, , ,삼진,우안, ,4,1,0,0,0.291,이지영,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화,1파, ,,,
10, , ,2비, ,좌중홈,4구, ,2,1,1,1,0.340,조동찬,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화, , ,,,
11, , , , , , , ,1,1,1,0,0.285,김상수,구장 : 대구,"관중 : 3,983",2014.09.04(목),개시 : 18:29,경기시간 : 2:43,삼성,한화,좌안, ,,,
0,좌안,유땅, ,유땅, , ,포파,4,1,0,1,0.354,민병헌,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG, ,4구,,,
1,4구, ,삼진, ,2땅, ,좌3,3,1,0,2,0.290,정수빈,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG, , ,,,
2, , , , , , , ,1,0,0,0,0.200,오재일,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG, ,삼진,,,
3,좌비, ,사구, ,우2, , ,2,1,0,0,0.324,김현수,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG, , ,,,
4, , , , , , , ,0,0,0,0,0.268,김재환,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG, , ,,,
5, , , , , , ,2땅,1,0,1,0,0.229,박건우,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG, , ,,,
6,좌중2, ,삼진, ,2비, ,우비,4,1,2,0,0.312,칸투,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG, , ,,,
7,좌비, ,우중2, ,4구, , ,3,1,0,0,0.321,홍성흔,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG,삼진, ,,,
8,1땅, ,4구, ,1땅, , ,3,0,0,0,0.329,오재원,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG,좌비, ,,,
9, ,우안,중비, , ,2땅, ,4,1,0,0,0.292,양의지,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG,중비, ,,,
10, ,투희번, ,좌비, ,좌비, ,3,0,0,0,0.263,김재호,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG, ,우비,,,
11, ,유땅, ,중비, ,2땅, ,3,0,0,0,0.262,허경민,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG, , ,,,
12, , , , , , , ,1,0,0,0,0.284,고영민,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,두산,LG, ,2땅,,,
0,우비, ,우안, ,삼진,삼진, ,5,1,0,0,0.321,정성훈,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산,유땅, ,,,
1,중비, ,좌2, ,중안,4구, ,4,2,0,1,0.206,박경수,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산,3땅, ,,,
2,삼진, ,삼진, ,우안,우안, ,5,3,3,0,0.343,박용택,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산,중안, ,,,
3, ,2땅, ,좌안,우희비,삼진, ,4,1,1,0,0.303,이병규,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산,좌비, ,,,
4, ,좌안, ,1땅,4구, , ,2,1,0,1,0.334,이진영,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산, , ,,,
5, , , , , , ,우안,1,1,0,0,0.250,임재철,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산, , ,,,
6, ,우안, ,삼진,3비, ,유비,4,1,0,0,0.235,이병규,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산, , ,,,
7, ,우희비, ,4구, ,4구,우2,1,1,1,0,0.257,오지환,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산, , ,,,
8, ,3땅, ,좌비, ,투땅, ,3,0,0,1,0.209,최경철,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산, , ,,,
9, , , , , , ,4구,0,0,0,0,0.247,김용의,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산, , ,,,
10, , , , , , , ,0,0,0,0,0.000,현재윤,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산, , ,,,
11, , ,우비, ,중안,중안,1포병,4,2,0,2,0.299,손주인,구장 : 잠실,"관중 : 23,200",2014.09.05(금),개시 : 18:10,경기시간 : 3:34,LG,두산, , ,,,
0,중3, ,2땅, , ,삼진, ,4,1,0,1,0.300,박민우,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, ,유땅,,,
1,2땅, ,1땅, , ,2땅, ,4,0,1,0,0.277,김종호,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, ,1땅,,,
2,우2, , ,삼진, ,삼진, ,3,1,0,0,0.339,나성범,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, , ,,,
3, , , , , , , ,1,0,0,0,0.250,박정준,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, ,1땅,,,
4,삼진, , ,삼진, , , ,2,0,0,0,0.338,테임즈,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, , ,,,
5, , , , , , ,중안,1,1,0,0,0.271,조영훈,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, , ,,,
6,중비, , ,삼진, , , ,2,0,0,0,0.270,이호준,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, , ,,,
7, , , , , , ,3병,1,0,0,0,0.285,권희동,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, , ,,,
8, ,좌비, , ,삼진, , ,2,0,0,0,0.281,이종욱,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, , ,,,
9, , , , , , ,삼진,1,0,0,0,0.222,김성욱,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, , ,,,
10, ,중안, , ,우안, , ,3,2,0,0,0.271,지석훈,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센,3땅, ,,,
11, , , , , , , ,0,0,0,0,0.000,강민국,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, , ,,,
12, ,유병, , ,삼진, , ,2,0,0,0,0.167,이현곤,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, , ,,,
13, , , , , , , ,1,0,0,0,0.190,이상호,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센,유땅, ,,,
14, , ,삼진, , , , ,1,0,0,0,0.121,이태원,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센, , ,,,
15, , , , ,2땅, , ,2,0,0,0,0.111,이승재,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,NC,넥센,우비, ,,,
0,4구,1실,2땅, ,4구,삼진, ,3,0,0,1,0.000,고종욱,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC, , ,,,
1,우안,3직, , , , , ,2,1,0,1,0.321,이택근,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC, , ,,,
2, , , ,1실,우비, , ,2,0,0,1,0.282,문우람,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC, , ,,,
3, , , , , , ,유땅,1,0,0,0,0.000,오윤,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC, , ,,,
4,4구, ,사구,우안,유땅, ,삼진,3,1,0,2,0.367,서건창,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC, , ,,,
5,중안, ,4구,4구, ,우홈,3땅,3,2,3,3,0.305,박병호,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC, , ,,,
6,2땅, ,4구,삼진, ,좌중2, ,3,1,0,1,0.317,유한준,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC, , ,,,
7, , , , , , , ,1,0,0,0,0.203,박헌도,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC,중비, ,,,
8,2땅, ,중안,우희비, ,우중안, ,3,2,5,1,0.261,이성열,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC, , ,,,
9, , , , , , , ,1,0,0,0,0.500,홍성갑,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC,삼진, ,,,
10,1땅, ,유직,좌비, ,중안, ,5,2,0,0,0.255,윤석민,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC,우2, ,,,
11, ,좌비,2땅, ,삼진,2땅, ,4,0,0,0,0.231,김지수,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC,4구, ,,,
12, ,유땅,4구, ,우중2,1파, ,4,1,0,0,0.252,박동원,구장 : 목동,"관중 : 3,425",2014.09.05(금),개시 : 18:30,경기시간 : 3:01,넥센,NC,유비, ,,,
0,유비,우비, ,삼진, , ,좌안,4,1,0,0,0.324,황재균,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, , ,,,
1,사구, ,중비, ,유땅, ,우비,3,0,0,1,0.295,정훈,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, , ,,,
2,4구, ,1안, ,투땅, , ,2,1,0,0,0.362,손아섭,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, , ,,,
3, , , , , , ,1땅,1,0,0,0,0.320,히메네스,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, , ,,,
4, , , , , , , ,0,0,0,0,0.000,황동채,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, , ,,,
5,1비, ,2유병, ,4구, , ,3,0,0,0,0.298,최준석,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK,삼진, ,,,
6,우2, , ,4구,삼진, , ,3,1,1,1,0.302,박종윤,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK,1땅, ,,,
7,삼진, , ,좌홈, ,삼진, ,3,1,2,1,0.229,강민호,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, , ,,,
8, , , , , , , ,1,0,0,0,0.259,장성우,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK,2땅, ,,,
9, ,4구, ,3직, ,유땅, ,2,0,0,0,0.302,문규현,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, , ,,,
10, , , , , , , ,1,0,0,0,0.237,오승택,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, ,유땅,,,
11, ,투땅, ,삼진, ,삼진, ,4,0,0,0,0.218,김문호,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, ,좌비,,,
12, ,좌비, ,사구, , , ,1,0,0,0,0.239,하준호,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, , ,,,
13, , , , , , ,삼진,1,0,0,0,0.174,김민하,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, , ,,,
14, , , , , , , ,1,0,0,0,0.226,박준서,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,롯데,SK, ,유땅,,,
0,중2,좌안,우안, ,투안,우홈, ,5,5,2,3,0.359,이명기,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데, , ,,,
1,중안,삼진,중비, ,1땅,1땅, ,5,1,0,1,0.251,조동화,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데, , ,,,
2,우희비,좌중2,삼진, ,삼진, ,삼진,4,1,3,1,0.314,최정,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데, , ,,,
3, , , , , , , ,0,0,0,0,0.233,신현철,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데, , ,,,
4,우안,우비,2땅, , ,3땅,좌비,5,1,0,1,0.291,박정권,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데, , ,,,
5,삼진,우중안, ,우중안, ,2땅,삼진,5,2,1,1,0.324,임훈,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데, , ,,,
6,4구,중안, ,3땅, ,좌안, ,3,2,0,1,0.299,김성현,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데, , ,,,
7, , , , , , , ,1,0,0,0,0.333,박진만,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데,우비, ,,,
8,중안,4구, ,1땅, , , ,2,1,2,0,0.259,한동민,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데, , ,,,
9, , , , , ,우안, ,1,1,0,0,0.258,김상현,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데, , ,,,
10, , , , , , , ,1,0,0,1,0.238,김재현,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데,중비, ,,,
11,좌비,스낫, ,중비, ,좌중2, ,5,2,2,1,0.272,나주환,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데,우안, ,,,
12, ,중안/ 삼진, , ,삼진,좌2, ,5,2,1,2,0.246,정상호,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데,유땅, ,,,
13, , , , , , , ,0,0,0,0,0.356,이재원,구장 : 문학,"관중 : 10,879",2014.09.05(금),개시 : 18:29,경기시간 : 3:25,SK,롯데, , ,,,
0,삼진, , ,2땅, ,삼진, ,4,0,0,0,0.308,정근우,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성, ,우비,,,
1,삼진, , ,중비, ,우비, ,4,0,0,0,0.324,송광민,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성, ,좌비,,,
2,삼진, , ,사구, , ,투땅,3,0,0,0,0.316,김경언,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성, ,좌비,,,
3, ,3땅, ,3땅, , ,삼진,3,0,0,0,0.364,김태균,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성, , ,,,
4, , , , , , , ,0,0,0,0,0.340,피에,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성, , ,,,
5, ,삼진, , ,삼진, ,삼진,3,0,0,0,0.167,송주호,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성, , ,,,
6, ,삼진, , ,삼진, , ,3,1,0,0,0.289,김태완,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성,좌안, ,,,
7, , ,삼진, ,유땅, , ,2,0,0,0,0.270,최진행,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성, , ,,,
8, , , , , , , ,1,0,0,0,0.222,장운호,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성,우비, ,,,
9, , ,삼진, , , , ,1,0,0,0,0.236,조인성,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성, , ,,,
10, , , , , ,우안, ,2,1,0,0,0.243,정범모,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성,삼진, ,,,
11, , ,삼진, , , , ,1,0,0,0,0.250,강경학,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성, , ,,,
12, , , , , ,1땅, ,2,0,0,0,0.298,이학준,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,한화,삼성,2땅, ,,,
0,우비, ,우비, ,4구, ,삼진,4,0,0,1,0.318,나바로,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화,중비, ,,,
1,중비, , ,4구,4구, ,우중홈,3,1,2,2,0.328,박한이,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화,투땅, ,,,
2,삼진, , ,4구,삼진, ,우중안,3,1,0,1,0.321,채태인,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화, , ,,,
3, , , , , , , ,0,0,0,0,0.000,박찬도,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화, , ,,,
4, ,중안, ,좌비,우2, ,우홈,4,3,4,1,0.365,최형우,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화, , ,,,
5, , , , , , , ,0,0,0,0,0.265,김헌곤,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화, , ,,,
6, ,4구, ,1땅,삼진, ,1땅,3,0,0,0,0.303,이승엽,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화, , ,,,
7, ,투희번, ,유땅,중비, ,좌비,3,0,0,0,0.321,조동찬,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화, , ,,,
8, ,중비, , ,4구,1번, ,3,1,0,1,0.306,박해민,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화,우중안, ,,,
9, , ,우비, ,4구,좌3, ,2,1,0,1,0.293,이지영,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화, , ,,,
10, , , , , , , ,0,0,0,0,0.227,우동균,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화,4구, ,,,
11, , , , , , , ,0,0,0,0,0.234,이흥련,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화, , ,,,
12, , ,중비, ,4구,좌비, ,3,1,0,1,0.286,김상수,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화,좌안, ,,,
13, , , , , , , ,0,0,0,0,0.000,김재현,구장 : 대구,"관중 : 5,745",2014.09.05(금),개시 : 18:30,경기시간 : 3:09,삼성,한화, , ,,,
0,삼진, ,중안, ,2땅,좌중2, ,4,2,3,0,0.360,김주찬,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,KIA,NC, , ,,,
1, , , , , , , ,1,1,0,1,0.216,김원섭,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,KIA,NC,유안, ,,,
2,좌안, ,좌비, ,좌중안,2땅, ,4,2,1,0,0.286,이대형,구장 : 마산,"관중 : 7,569",2014.09.06(토),개시 : 16:59,경기시간 : 3:11,KIA,NC, , ,,,
