,0,1,2,3,4,5,6,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,7,8,9,10,11
2,삼진, ,2직, , ,삼진, ,5,1,0,0,0.311,필,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화,3안, ,1땅,,
3,유비, , ,유땅, ,좌안, ,4,1,1,0,0.259,이범호,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화,삼진, ,사구,,
4, , , , , , , ,0,0,0,1,0.282,김다원,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, , , ,,
5, ,유땅, ,삼진, ,1파, ,5,2,1,0,0.344,안치홍,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화,중안, ,유안,,
6, , , , , , , ,0,0,0,0,0.291,박기남,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, , , ,,
7, ,중안, ,유비, , ,좌안,4,2,0,0,0.269,김주형,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화,4구, ,유실,,
8, ,유비, , ,중비, ,3희번,3,0,0,0,0.284,신종길,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화,2땅, , ,,
9, , , , , , , ,1,0,0,0,0.262,박준태,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, , ,삼진,,
10, ,3땅, , ,3땅, , ,2,0,0,0,0.216,이성우,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, , , ,,
11, , , , , , ,고4,0,0,0,0,0.319,나지완,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, , , ,,
12, , , , , , , ,0,0,0,0,0.255,김민우,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, , , ,,
13, , , , , , , ,1,0,0,0,0.299,이종환,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, ,삼진, ,,
14, , , , , , , ,0,0,0,0,0.083,고영우,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, , , ,,
15, , ,4구, ,유땅, , ,1,0,0,0,0.143,박찬호,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, , , ,,
16, , , , , , ,삼진,1,0,0,0,0.194,김원섭,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, , , ,,
17, , , , , , , ,1,0,0,0,0.186,차일목,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,KIA,한화, ,유땅, ,,
0,삼진, ,유직, , ,중비, ,5,0,0,0,0.304,정근우,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA,2땅, ,삼진,,
1,유비, , ,좌비, ,삼진, ,3,0,0,0,0.283,이학준,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, , , ,,
2, , , , , , , ,0,0,0,0,0.238,강경학,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA,4구, , ,,
3,좌중2, , ,4구, ,우비, ,3,1,0,0,0.320,송광민,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA,우비, , ,,
4,3땅, , ,삼진, , ,우중2,3,1,0,0,0.365,김태균,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, ,4구, ,,
5, , , , , , , ,0,0,0,0,0.287,이용규,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, , , ,,
6, , , , , , , ,0,0,0,0,0.244,정범모,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, , , ,,
7, ,삼진, ,중안, , ,2비,4,1,0,0,0.338,피에,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, ,3파, ,,
8, ,삼진, , ,2땅, , ,2,0,0,0,0.314,김경언,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, , , ,,
9, , , , , , ,3땅,1,0,0,0,0.278,김태완,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, , , ,,
10, , , , , , , ,1,0,0,0,0.200,송주호,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, ,중비, ,,
11, ,1땅, , ,중홈, ,4구,3,1,1,1,0.273,최진행,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, ,삼진, ,,
12, , ,삼진, ,좌비, ,유비,4,0,0,0,0.234,조인성,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, , ,3땅,,
13, , ,우비, ,삼진, , ,2,0,0,0,0.229,장운호,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, , , ,,
14, , , , , , , ,1,0,0,0,0.286,한상훈,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA,삼진, , ,,
15, , , , , , , ,1,0,0,0,0.000,추승우,구장 : 대전,"관중 : 13,000",2014.09.13(토),개시 : 17:00,경기시간 : 3:44,한화,KIA, , ,2비,,
0,3땅, ,중안, ,유실, ,좌비,4,1,1,1,0.311,나바로,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG, , ,,,
1,삼진, ,4구, ,좌희비, , ,2,0,1,0,0.339,박한이,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG,삼진, ,,,
2,2땅, ,유땅, ,좌안, , ,4,1,1,0,0.317,채태인,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG,삼진, ,,,
3, , , , , , , ,0,0,0,0,0.250,박찬도,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG, , ,,,
4, ,중안, ,우비,2땅, , ,4,1,0,0,0.369,최형우,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG,2땅, ,,,
5, , , , , , , ,0,0,0,0,0.269,김헌곤,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG, , ,,,
6, ,우비, ,삼진, ,삼진, ,4,1,0,0,0.304,이승엽,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG, ,1우안,,,
7, , , , , , , ,0,0,0,0,0.182,백상원,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG, , ,,,
8, ,유2병, ,중안, ,삼진, ,4,1,0,0,0.306,조동찬,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG, ,유2병,,,
9, , ,1직,삼진, ,좌비, ,4,0,0,0,0.293,박해민,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG, ,삼진,,,
10, , ,우안, ,2땅, , ,2,1,0,1,0.293,이지영,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG, , ,,,
11, , , , , , ,삼진,1,0,0,0,0.236,이흥련,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG, , ,,,
12, , ,좌안, ,좌중안, ,2비,3,2,0,1,0.283,김상수,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,삼성,LG, , ,,,
0,좌2, ,사구,좌중3,4구, ,4구,2,2,1,3,0.231,박경수,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
1, , , , , , , ,0,0,0,0,0.293,황목치승,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
2,2비, ,3유안,좌중2,중안, , ,4,3,2,2,0.300,손주인,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
3, , , , , , ,삼진,1,0,0,0,0.250,김영관,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
4,2땅, ,1땅,2땅,우2, , ,4,1,1,0,0.340,박용택,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
5, , , , , , ,4구,0,0,0,0,0.059,문선재,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
6,삼진, ,2실,4구,삼진, , ,3,0,0,1,0.302,이병규,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
7, , , , , , ,유땅,1,0,0,0,0.242,임재철,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
8, ,중비,좌2,좌희비, , , ,2,1,1,1,0.335,이진영,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
9, , , , ,삼진, , ,1,0,0,0,0.277,채은성,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성,4구, ,,,
10, ,사구,중안,포파, ,삼진, ,4,1,2,1,0.270,정의윤,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성,좌비, ,,,
11, ,중비,좌홈, , , , ,2,1,2,1,0.208,최승준,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
12, , , , ,1땅,삼진, ,3,0,0,0,0.244,김용의,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성,2땅, ,,,
13, ,삼진,삼진, ,중안, , ,3,1,0,1,0.211,최경철,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
14, , , , , ,삼진, ,2,0,0,0,0.250,현재윤,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성,3파, ,,,
15, , ,1땅,좌안,중2, ,1땅,4,2,1,2,0.256,오지환,구장 : 잠실,"관중 : 23,768",2014.09.14(일),개시 : 13:59,경기시간 : 3:13,LG,삼성, , ,,,
0,좌비, ,좌비, , ,우안,우비,4,1,0,1,0.299,박민우,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, , ,,,
1,삼진, , ,우비, ,우2, ,4,2,1,0,0.287,이종욱,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK,우안, ,,,
2, , , , , , , ,0,0,0,0,0.271,김종호,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, , ,,,
3,삼진, , ,2땅, ,삼진, ,3,0,0,0,0.330,나성범,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK,사구, ,,,
4, ,우중홈, ,좌중2, ,고4, ,3,2,1,1,0.341,테임즈,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK,유비, ,,,
5, ,삼진, ,삼진, , , ,2,0,0,0,0.266,모창민,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, , ,,,
6, , , , , ,중비, ,1,0,0,0,0.272,이호준,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, , ,,,
7, , , , , , , ,1,0,0,0,0.278,지석훈,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK,3파, ,,,
8, ,유파, , ,우비, ,우2,3,1,0,0,0.270,조영훈,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, , ,,,
9, , , , , , , ,1,0,0,1,0.191,이상호,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK,삼진, ,,,
10, ,우비, , ,2땅, ,우비,4,0,0,0,0.278,권희동,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, ,3땅,,,
11, , ,1파, ,2땅, , ,2,0,0,0,0.182,노진혁,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, , ,,,
12, , , , , , ,1땅,1,0,1,0,0.234,박정준,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, , ,,,
13, , , , , , , ,1,0,0,0,0.000,강민국,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, ,3땅,,,
14, , ,우비, , ,3땅,4구,2,0,0,0,0.277,김태군,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, , ,,,
15, , , , , , , ,0,0,0,0,0.000,마낙길,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, , ,,,
16, , , , , , , ,0,0,0,0,0.121,이태원,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, , ,,,
17, , , , , , , ,1,0,0,0,0.158,김성욱,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,NC,SK, ,삼진,,,
0,유비, , ,좌비,삼진, ,좌비,4,0,0,0,0.352,이명기,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC, , ,,,
1, , , , , , , ,0,0,0,0,0.312,임훈,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC, , ,,,
2,유비, , ,좌안, ,4구, ,3,1,0,1,0.255,조동화,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC,우비, ,,,
3,1파, , ,4구, ,좌홈, ,3,1,2,2,0.304,최정,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC,유실, ,,,
4, ,삼진, ,투땅, ,1파, ,4,1,0,0,0.305,박정권,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC,우안, ,,,
5, , , , , , , ,0,0,0,1,0.217,김재현,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC, , ,,,
6, , , , , , , ,0,0,0,0,0.264,한동민,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC, , ,,,
7, ,우비, ,우비, ,중비, ,4,1,1,0,0.301,김강민,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC,중안, ,,,
8, ,좌비, , ,좌중안,우비, ,3,1,0,1,0.352,이재원,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC,고4, ,,,
9, , , , , , , ,0,0,0,0,0.330,박계현,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC, , ,,,
10, , ,중비, ,1희번, ,우비,3,0,0,0,0.295,김성현,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC,3땅, ,,,
11, , ,3땅, ,좌중2, ,3땅,3,1,1,0,0.275,나주환,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC, , ,,,
12, , ,유땅, ,포비, ,우2,3,1,0,0,0.239,정상호,구장 : 문학,"관중 : 16,117",2014.09.14(일),개시 : 14:00,경기시간 : 3:12,SK,NC, , ,,,
0,1안,중비, ,포파, , ,2땅,5,2,0,1,0.302,정수빈,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데, ,우안,,,
1,3희번, ,우안, ,1땅, ,4구,2,1,0,2,0.254,허경민,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데, ,투희번,,,
2,중안, ,좌안, ,우비, ,우안,5,3,1,0,0.360,민병헌,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데, ,우비,,,
3,우비, ,2직, ,좌비, ,중희비,4,0,1,0,0.325,김현수,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데, ,2땅,,,
4,3땅, ,2땅, , ,4구,중비,3,0,0,0,0.322,홍성흔,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데, , ,,,
5, ,4구,중안, , ,좌비, ,3,2,1,0,0.228,오재일,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데,우안, ,,,
6, ,삼진,3땅, , ,유땅, ,4,0,0,0,0.236,최재훈,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데,3땅, ,,,
7, , , , , , , ,0,0,0,0,0.280,고영민,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데, , ,,,
8, , , , , , , ,0,0,0,0,0.000,김응민,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데, , ,,,
9, ,우2, ,3땅, ,중안, ,4,3,0,0,0.264,김재호,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데,우중안, ,,,
10, ,1땅, ,1땅, , , ,2,0,0,0,0.255,최주환,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데, , ,,,
11, , , , , ,삼진, ,1,0,0,0,0.220,박건우,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데, , ,,,
12, , , , , , , ,0,0,0,0,0.000,양종민,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데, , ,,,
13, , , , , , , ,1,0,0,0,0.324,오재원,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,두산,롯데,중비, ,,,
0,좌비,유땅, , ,삼진, ,유땅,4,0,0,0,0.293,정훈,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산, , ,,,
1,유땅, ,유땅, ,유땅, , ,4,0,0,0,0.283,전준우,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산,유땅, ,,,
2,2땅, ,2땅, , ,중비, ,4,0,0,0,0.357,손아섭,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산,2땅, ,,,
3, ,삼진,삼진, , ,삼진, ,4,1,0,0,0.291,최준석,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산,좌안, ,,,
4, , , , , , , ,0,0,0,0,0.000,백민기,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산, , ,,,
5, ,2땅, ,중비, ,2땅, ,4,0,0,0,0.302,박종윤,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산, ,3파,,,
6, ,좌2, ,삼진, , ,삼진,4,2,1,2,0.295,문규현,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산, ,좌홈,,,
7, ,중홈, ,2비, , ,유땅,3,1,2,1,0.232,강민호,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산, , ,,,
8, ,좌2, , ,3땅, ,4구,2,1,0,1,0.231,김민하,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산, , ,,,
9, ,중안, , ,우안, , ,2,2,1,0,0.275,오승택,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산, , ,,,
10, , , , , , ,우중안,1,1,0,0,0.278,김대우,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산, , ,,,
11, , , , , , , ,0,0,0,0,0.316,황재균,구장 : 사직,"관중 : 10,102",2014.09.14(일),개시 : 14:01,경기시간 : 3:23,롯데,두산, , ,,,
0,3땅, ,중안, ,좌안, ,2땅,4,2,0,0,0.353,김주찬,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, , ,,,
1, , , , , , , ,1,0,0,0,0.297,이종환,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, ,삼진,,,
2,좌안, ,삼진, ,투땅, ,투땅,4,1,0,0,0.284,신종길,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, , ,,,
3, , , , , , , ,1,0,0,0,0.190,김원섭,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, ,유땅,,,
4,3땅, , ,우비, ,삼진,좌안,4,1,0,0,0.310,필,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, , ,,,
5, , , , , , , ,0,0,0,0,0.143,박찬호,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, , ,,,
6, ,좌2, ,투비, ,좌중안,우파,4,2,0,1,0.321,나지완,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, , ,,,
7, ,2땅, ,좌안, ,우비, ,4,1,0,0,0.343,안치홍,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화,2땅, ,,,
8, ,좌안, , ,우홈,3땅, ,4,2,2,1,0.262,이범호,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화,우비, ,,,
9, ,삼진, , ,우비, , ,2,0,0,0,0.279,김다원,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, , ,,,
10, , , , , , ,중안,2,2,0,1,0.298,이대형,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화,중안, ,,,
11, ,2땅, , ,2땅, , ,2,0,0,0,0.212,이성우,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, , ,,,
12, , , , , , ,4구,1,0,0,1,0.267,김주형,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화,포파, ,,,
13, , ,삼진, ,좌중홈, , ,2,1,1,1,0.258,김민우,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, , ,,,
14, , , , , , ,좌홈,1,1,3,1,0.296,박기남,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, , ,,,
15, , , , , , , ,1,0,0,0,0.219,백용환,구장 : 대전,"관중 : 13,000",2014.09.14(일),개시 : 14:00,경기시간 : 3:11,KIA,한화, ,1비,,,
