,0,1,2,3,4,5,6,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,7,8,9
12, , , , , , , ,1,0,0,0,0.300,김종훈,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,삼성,LG,二비, ,
13, , , , , , , ,0,0,0,0,0.182,김영복,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,삼성,LG, , ,
14, , ,三비, ,삼진,삼진, ,4,0,0,0,0.252,김재걸,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,삼성,LG,삼진, ,
0,중안, ,사구, , ,4구,삼진,2,1,0,2,0.130,박경수,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성, , ,
1,중안, ,一직, , ,좌중2,二땅,4,2,1,1,0.232,정의윤,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성, , ,
2,二병, , ,一땅, ,三안,三파,4,1,0,1,0.292,박용택,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성, , ,
3,좌2, , ,투땅, ,우2, ,4,2,2,1,0.303,클리어,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성,二땅, ,
4,좌비, , ,유땅, , , ,2,0,0,0,0.192,박병호,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성, , ,
5, , , , , , , ,0,0,0,0,0.000,안치용,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성, , ,
6, , , , , ,우안, ,2,1,1,1,0.279,이대형,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성,삼진, ,
7, ,유땅, , , , , ,1,0,0,0,0.286,최승환,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성, , ,
8, , , , ,二비,중희비, ,1,0,1,0,0.310,최동수,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성, , ,
9, , , , , , , ,1,0,0,0,0.250,이성열,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성,삼진, ,
10, ,유땅, , , , , ,1,0,0,0,0.103,김태완,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성, , ,
11, , , , ,중안,우2, ,2,2,1,0,0.248,한규식,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성, , ,
12, ,중비, , ,삼진,투땅, ,3,0,0,0,0.268,김정민,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성, , ,
13, , ,二비, ,유땅,三비, ,3,0,0,0,0.244,권용관,구장 : 잠실,"관중 : 14,855",2005.09.03(토),개시 : 18:30,경기시간 : 3:18,LG,삼성, , ,
0,4구, ,一파, , ,우안, ,3,1,0,1,0.328,이택근,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,현대,롯데,유땅, ,
1,一직, , ,우안, ,투희번, ,3,1,0,0,0.232,김일경,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,현대,롯데,二땅, ,
2,삼진, , ,중비, ,중안, ,4,1,1,0,0.270,송지만,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,현대,롯데, ,우비,
3, ,중비, ,투땅, ,중비, ,4,0,0,0,0.282,서튼,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,현대,롯데, ,삼진,
4, ,좌비, ,유안, ,좌비, ,4,1,0,0,0.261,정성훈,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,현대,롯데, ,二땅,
5, ,삼진, ,三땅, , ,중비,3,0,0,0,0.271,강귀태,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,현대,롯데, , ,
6, , ,좌홈, ,삼진, ,삼진,3,1,1,1,0.154,유한준,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,현대,롯데, , ,
7, , ,삼진, ,三땅, ,三직,3,0,0,0,0.215,김동수,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,현대,롯데, , ,
8, , ,삼진, ,중비, , ,3,0,0,0,0.169,지석훈,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,현대,롯데,一직, ,
0,삼진, ,좌3, ,좌중2, ,삼진,4,2,1,1,0.282,박기혁,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대, , ,
1,좌중안, ,좌비, , , , ,2,1,0,0,0.288,정수근,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대, , ,
2, , , , ,좌2, , ,1,1,1,0,1.000,권민성,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대, , ,
3, , , , , , , ,1,0,0,0,0.178,박정준,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대,二땅, ,
4,一땅, , ,三땅,二땅, , ,4,0,0,0,0.266,라이온,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대,삼진, ,
5,유땅, , ,우비, ,삼진, ,3,0,0,0,0.276,이대호,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대,4구, ,
6, , , , , , , ,0,0,0,0,0.257,신명철,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대, , ,
7, ,좌안, ,삼진, ,三땅, ,4,1,0,0,0.278,펠로우,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대,삼진, ,
8, ,二유병, , ,중안,삼진, ,3,1,0,1,0.281,박연수,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대, , ,
9, , , , , , , ,0,0,0,0,0.244,손인호,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대, , ,
10, ,三땅, , ,포희번, ,三비,2,0,0,0,0.216,이원석,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대, , ,
11, , ,유땅, ,좌안, ,중안,3,2,0,1,0.247,강민호,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대, , ,
12, , ,투땅, , , , ,1,0,0,0,0.211,박현승,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대, , ,
13, , , , ,삼진, ,좌비,2,0,0,0,0.163,박남섭,구장 : 사직,"관중 : 2,730",2005.09.03(토),개시 : 18:29,경기시간 : 2:26,롯데,현대, , ,
0,좌비, ,一직, , ,一땅, ,4,0,0,0,0.260,최경환,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화,삼진, ,
1,유땅, , ,중비, ,좌2, ,4,1,0,0,0.308,임재철,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화,三땅, ,
2, , , , , , , ,0,0,0,0,0.169,윤승균,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화, , ,
3,二땅, , ,중안, ,三땅, ,4,1,0,0,0.293,안경현,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화, ,二땅,
4, ,二땅, ,우비, ,투땅, ,4,0,0,0,0.309,김동주,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화, ,二비,
5, ,4구, ,우안, , ,삼진,3,1,0,0,0.258,홍성흔,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화, ,三땅,
6, ,삼진, ,二땅, , , ,2,0,0,0,0.283,장원진,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화, , ,
7, , , , , , ,우중2,1,1,0,1,0.263,문희성,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화, , ,
8, , ,삼진, ,二땅, ,중희비,2,0,1,0,0.280,손시헌,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화, , ,
9, , ,三땅, ,삼진, , ,2,0,0,0,0.240,용덕한,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화, , ,
10, , , , , , ,삼진,1,0,0,0,0.158,이승준,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화, , ,
11, , , , , , , ,0,0,0,0,0.242,전상렬,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화, , ,
12, , ,좌안, ,삼진, , ,2,1,0,0,0.254,김창희,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화, , ,
13, , , , , , , ,1,0,0,0,0.261,강인권,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,두산,한화,유땅, ,
0,삼진,4구,二비, , ,二유병,중안,4,1,1,0,0.313,조원우,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,한화,두산, , ,
1, , , , , , , ,0,0,0,0,0.211,고동진,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,한화,두산, , ,
2,좌안,4구, ,三땅, ,투안,三땅,4,2,0,1,0.268,김수연,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,한화,두산, , ,
3,우안,삼진, ,좌비, ,중안, ,5,2,0,0,0.319,데이비스,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,한화,두산,우파, ,
4,우비, ,三땅,4구, ,중안, ,4,1,1,0,0.305,김태균,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,한화,두산,三땅, ,
5,유땅, ,좌안,二땅, ,유땅, ,5,1,0,0,0.263,이도형,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,한화,두산,一파, ,
6, ,二비,4구, ,三파, ,좌안,3,1,0,2,0.260,이범호,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,한화,두산, , ,
7, ,좌홈,좌안, ,삼진, ,좌안,4,3,1,1,0.283,브리또,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,한화,두산, , ,
8, ,우중2,4구, ,중비, ,투희번,2,1,0,0,0.272,신경현,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,한화,두산, , ,
9, ,삼진,4구, , , , ,1,0,1,0,0.263,백재호,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,한화,두산, , ,
10, , , , , ,중안,삼진,2,1,0,0,0.214,한상훈,구장 : 대전,"관중 : 3,365",2005.09.03(토),개시 : 18:30,경기시간 : 3:05,한화,두산, , ,
0,우중2,중안, ,4구,二땅,사구, ,5,3,2,2,0.270,조동찬,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG,우비,중안,
1,투희선,우파, ,三땅,중비,二땅, ,4,0,0,1,0.261,박종호,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, , ,
2, , , , , , , ,1,1,0,1,0.256,강명구,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, ,二안,
3,삼진,4구, ,유땅, ,좌안,우파,5,2,2,2,0.290,김한수,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, ,좌홈,
4,좌홈,우안, ,삼진, ,좌홈,4구,5,3,6,2,0.278,심정수,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, ,우비,
5,삼진, , , , , , ,1,0,0,0,0.222,박정환,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, , ,
6, ,一땅, , ,4구,중안,좌비,3,1,0,3,0.260,양준혁,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, ,4구,
7,중안, ,三땅, ,우안,우안, ,4,3,0,2,0.315,김종훈,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, , ,
8, , , , , , ,二땅,2,0,0,0,0.241,강동우,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, ,투땅,
9,사구, ,중2, , , , ,1,1,0,0,0.186,박석민,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, , ,
10, , , , ,우안,우안, ,4,4,3,4,0.288,김대익,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG,중안,좌중안,
11,중비, ,삼진, , , , ,2,0,0,0,0.171,김영복,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, , ,
12, , , , ,4구, , ,0,0,0,0,0.303,박한이,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, , ,
13, , , , , ,유실, ,3,2,1,1,0.218,이정식,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG,좌안,중안,
14, ,二비,三파, ,유땅,유二병, ,4,0,1,0,0.251,박진만,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG, , ,
15, , , , , , , ,2,1,1,0,0.255,김재걸,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,삼성,LG,유二병,중안,
0,삼진, ,二안,二안, , ,중비,5,2,0,0,0.286,이대형,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성, ,좌비,
1,4구, ,유땅,삼진, , , ,2,0,0,0,0.127,박경수,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성, , ,
2, , , , , , ,좌2,2,1,0,0,0.143,김우석,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성, ,삼진,
3,중비, , ,좌안,유비, , ,3,1,0,0,0.293,박용택,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성, , ,
4, , , , , , ,사구,0,0,0,0,0.192,박병호,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성, , ,
5, , , , , , , ,1,0,0,0,0.000,이학준,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성, ,一땅,
6,좌비, , ,사구,중비, ,삼진,3,0,0,1,0.301,클리어,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성, , ,
7, ,삼진, ,사구, , , ,1,0,0,1,0.249,이성열,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성, , ,
8, , , , ,삼진, , ,2,0,0,0,0.000,안치용,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성,좌비, ,
9, ,삼진, ,一땅, ,삼진, ,4,1,0,2,0.232,정의윤,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성,좌2, ,
10, ,삼진, , , , , ,1,0,0,0,0.247,한규식,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성, , ,
11, , , ,우중2, ,삼진, ,3,1,2,1,0.311,최동수,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성,삼진, ,
12, , ,二비,우희비, , , ,1,0,1,0,0.267,김정민,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성, , ,
13, , , , , ,우비, ,2,1,1,0,0.304,최승환,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성,우중2, ,
14, , ,삼진,좌중2, , ,우비,3,1,1,0,0.245,권용관,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성, , ,
15, , , , , , , ,1,0,0,0,0.100,김태완,구장 : 잠실,"관중 : 10,487",2005.09.04(일),개시 : 14:00,경기시간 : 3:54,LG,삼성,삼진, ,
0,4구, ,좌중안, ,4구, , ,2,1,0,1,0.331,이택근,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데,二땅, ,
1,一희번, ,포파, ,중비, , ,3,0,0,0,0.224,김일경,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데,삼진, ,
2,우2, ,우안, , ,우3, ,4,4,1,1,0.290,서튼,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데,우안, ,
3,삼진, ,좌안, , ,유땅, ,4,1,1,0,0.270,송지만,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데,三땅, ,
4,三땅, , ,유땅, ,三땅, ,3,0,0,0,0.268,강귀태,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데, , ,
5, , , , , , , ,1,0,0,0,0.273,전준호,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데, ,二땅,
6, ,삼진, ,좌비, ,우비, ,4,0,0,0,0.259,정성훈,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데, ,삼진,
7, ,유땅, ,유비, , , ,2,0,0,0,0.133,유한준,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데, , ,
8, , , , , , , ,0,0,0,0,0.252,강병식,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데, , ,
9, , , , , , ,삼진,1,0,0,0,0.143,김승권,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데, , ,
10, , , , , , , ,1,1,0,0,0.280,정수성,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데, ,중안,
11, ,삼진, , ,유땅, ,三땅,3,0,0,0,0.143,오윤,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데, , ,
12, , , , , , , ,1,0,0,0,0.188,전근표,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데, ,투땅,
13, , ,삼진, ,삼진, ,삼진,3,0,0,0,0.162,지석훈,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,현대,롯데, , ,
0,二땅, ,4구, ,삼진, ,삼진,3,0,0,0,0.280,박기혁,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대, , ,
1,삼진, ,투희번, ,중2, , ,2,1,0,1,0.289,정수근,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대, , ,
2, , , , , , ,중2,1,1,1,0,1.000,권민성,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대, , ,
3, , , , , , , ,0,0,0,0,0.178,박정준,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대, , ,
4,중안, ,4구, ,우중2, ,좌비,3,2,1,0,0.268,라이온,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대, , ,
5,삼진, ,二유병, ,중비, , ,4,0,0,0,0.273,이대호,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대,유직, ,
6, ,중안, ,三땅, ,二땅, ,3,1,0,1,0.279,펠로우,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대, , ,
7, , , , , , , ,1,1,0,0,0.246,손인호,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대,중안, ,
8, ,좌안, ,4구, ,중비, ,3,1,0,1,0.282,박연수,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대,삼진, ,
9, ,투희번, ,二땅, ,二비, ,3,0,0,0,0.211,이원석,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대,유땅, ,
10, ,중안, ,삼진, , ,사구,2,1,2,1,0.250,강민호,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대, , ,
11, ,삼진, , ,우비, ,포희번,2,0,0,0,0.157,박남섭,구장 : 사직,"관중 : 2,383",2005.09.04(일),개시 : 13:59,경기시간 : 2:45,롯데,현대, , ,
0,二땅, , , , , , ,1,0,0,0,0.259,최경환,구장 : 대전,"관중 : 3,204",2005.09.04(일),개시 : 14:00,경기시간 : 2:58,두산,한화, , ,
1, , , ,좌2,좌비, ,三번,4,2,1,1,0.185,윤승균,구장 : 대전,"관중 : 3,204",2005.09.04(일),개시 : 14:00,경기시간 : 2:58,두산,한화, ,우홈,
2,二땅, , ,삼진, , , ,2,0,0,0,0.306,임재철,구장 : 대전,"관중 : 3,204",2005.09.04(일),개시 : 14:00,경기시간 : 2:58,두산,한화, , ,
3, , , , ,二땅, ,4구,1,0,0,0,0.282,장원진,구장 : 대전,"관중 : 3,204",2005.09.04(일),개시 : 14:00,경기시간 : 2:58,두산,한화, , ,
4, , , , , , , ,0,0,0,0,0.000,정원석,구장 : 대전,"관중 : 3,204",2005.09.04(일),개시 : 14:00,경기시간 : 2:58,두산,한화, , ,
5, , , , , , , ,1,0,0,0,0.229,강봉규,구장 : 대전,"관중 : 3,204",2005.09.04(일),개시 : 14:00,경기시간 : 2:58,두산,한화, ,二땅,
6,二비, , ,4구, ,좌중안,좌비,4,1,0,1,0.263,문희성,구장 : 대전,"관중 : 3,204",2005.09.04(일),개시 : 14:00,경기시간 : 2:58,두산,한화, ,투땅,
7, ,우비, ,4구, ,중안,4구,3,1,0,1,0.309,김동주,구장 : 대전,"관중 : 3,204",2005.09.04(일),개시 : 14:00,경기시간 : 2:58,두산,한화, ,우비,
